board_position,player_white,voc,move_time,elo,n_candidates,ply
r5k1/3r1pp1/3Pb2p/q1B5/3P4/5Q2/P5PP/R4RK1,False,0.0010000000000000009,4,2048,5,0
r5k1/3r1pp1/3P3p/q1B5/3P4/5Q2/b5PP/R4RK1,True,0.0,40,2034,5,0
r5k1/3r1pp1/3P3p/q1B5/3P4/5Q2/b4RPP/R5K1,False,0.0,36,2048,5,0
r5k1/3r2p1/3P1p1p/q1B5/3P4/5Q2/b4RPP/R5K1,True,0.0,5,2034,5,0
r5k1/3r2p1/3P1p1p/q1B5/3P4/5Q2/R5PP/R5K1,False,0.0,4,2048,5,0
r5k1/3r2p1/3P1p1p/2B5/3P4/5Q2/q5PP/R5K1,True,0.0,2,2034,5,0
r5k1/3r2p1/3P1p1p/2B5/3P4/5Q2/R5PP/6K1,False,0.0,0,2048,5,0
6k1/3r2p1/3P1p1p/2B5/3P4/5Q2/r5PP/6K1,True,0.0,2,2034,5,0
8/3r2pk/3P1p1p/2BQ4/3P4/8/r5PP/6K1,True,0.0,2,2034,5,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,True,0.007999999999999993,,2241,5,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,False,0.0,,2269,5,0
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR,True,0.0,2,2241,5,0
rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR,False,0.0,2,2269,5,0
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,True,0.011999999999999997,5,2241,5,0
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,False,0.09900000000000003,3,2269,5,0
rnbqkb1r/pp2pppp/2p2n2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR,True,0.0,0,2241,5,0
rnbqkb1r/pp2pppp/2p2n2/3p4/3P1B2/2P1P3/PP3PPP/RN1QKBNR,False,0.08100000000000002,2,2269,5,0
rn1qkb1r/pp2pppp/2p2n2/3p4/3P1Bb1/2P1P3/PP3PPP/RN1QKBNR,True,0.0,1,2241,5,0
rn1qkb1r/pp2pppp/2p2n2/3p4/3P1Bb1/2PBP3/PP3PPP/RN1QK1NR,False,0.0,3,2269,5,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,True,0.007999999999999993,,2118,5,0
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR,False,0.0,,2088,5,0
rnbqkbnr/pppp1ppp/8/4p3/8/2P5/PP1PPPPP/RNBQKBNR,True,0.0,5,2118,5,0
rnbqkbnr/pppp1ppp/8/4p3/8/2PP4/PP2PPPP/RNBQKBNR,False,0.016,2,2088,5,0
rnbqkbnr/ppp2ppp/8/3pp3/8/2PP4/PP2PPPP/RNBQKBNR,True,0.007,2,2118,5,0
rnbqkbnr/ppp2ppp/8/3pp3/8/2PP3P/PP2PPP1/RNBQKBNR,False,0.026,9,2088,5,0
r1bqkbnr/ppp2ppp/2n5/3pp3/8/2PP3P/PP2PPP1/RNBQKBNR,True,0.0,5,2118,5,0
r1bqkbnr/ppp2ppp/2n5/3pp3/6P1/2PP3P/PP2PP2/RNBQKBNR,False,0.0,11,2088,5,0
r1bqkb1r/ppp1nppp/2n5/3pp3/6P1/2PP3P/PP2PP2/RNBQKBNR,True,0.0,3,2118,5,0
r1bqkb1r/ppp1nppp/2n5/3pp3/6P1/2PP3P/PP2PPB1/RNBQK1NR,False,0.0,4,2088,5,0
r1bqkb1r/ppp2ppp/2n3n1/3pp3/6P1/2PP3P/PP2PPB1/RNBQK1NR,True,0.0,6,2118,5,0
r1bqkb1r/ppp2ppp/2n3n1/3pp3/Q5P1/2PP3P/PP2PPB1/RNB1K1NR,False,0.004,22,2088,5,0
r1bqkb1r/ppp2ppp/2n5/3pp3/Q5Pn/2PP3P/PP2PPB1/RNB1K1NR,True,0.0,24,2118,5,0
r1bqkb1r/ppp2ppp/2n5/3pp3/Q5Pn/2PP3P/PP2PP2/RNB1KBNR,False,0.0,11,2088,5,0
r1bqk2r/ppp1bppp/2n5/3pp3/Q5Pn/2PP3P/PP2PP2/RNB1KBNR,True,0.0,15,2118,5,0
r1bqk2r/ppp1bppp/2n5/3pp3/Q5Pn/2PP3P/PP1NPP2/R1B1KBNR,False,0.0,4,2088,5,0
r1bq1rk1/ppp1bppp/2n5/3pp3/Q5Pn/2PP3P/PP1NPP2/R1B1KBNR,True,0.0,2,2118,5,0
r1bq1rk1/ppp1bppp/2n5/3pp3/Q5Pn/2PP1N1P/PP1NPP2/R1B1KB1R,False,0.0,9,2088,5,0
r1bq1rk1/ppp1bppp/2n3n1/3pp3/Q5P1/2PP1N1P/PP1NPP2/R1B1KB1R,True,0.0,3,2118,5,0
r1bq1rk1/ppp1bppp/2n3n1/3pp3/Q5P1/2PP1N1P/PP1NPPB1/R1B1K2R,False,0.0,17,2088,5,0
r1bq1rk1/ppp1bppp/2n5/3pp3/Q4nP1/2PP1N1P/PP1NPPB1/R1B1K2R,True,0.0,6,2118,5,0
r1bq1rk1/ppp1bppp/2n5/3pp3/Q4nP1/2PP1N1P/PP1NPP2/R1B1KB1R,False,0.0,7,2088,5,0
r1bqr1k1/ppp1bppp/2n5/3pp3/Q4nP1/2PP1N1P/PP1NPP2/R1B1KB1R,True,0.0,7,2118,5,0
r1bqr1k1/ppp1bppp/2n5/3pp3/Q4nP1/1NPP1N1P/PP2PP2/R1B1KB1R,False,0.0,30,2088,5,0
r1bqr1k1/ppp2ppp/2n2b2/3pp3/Q4nP1/1NPP1N1P/PP2PP2/R1B1KB1R,True,0.0,4,2118,5,0
r1bqr1k1/ppp2ppp/2n2b2/3pp3/Q4BP1/1NPP1N1P/PP2PP2/R3KB1R,False,0.0,2,2088,5,0
r1bqr1k1/ppp2ppp/2n2b2/3p4/Q4pP1/1NPP1N1P/PP2PP2/R3KB1R,True,0.0,3,2118,5,0
r1bqr1k1/ppp2ppp/2n2b2/3p4/5QP1/1NPP1N1P/PP2PP2/R3KB1R,False,0.0,25,2088,5,0
r1bqr1k1/ppp2ppp/5b2/3pn3/5QP1/1NPP1N1P/PP2PP2/R3KB1R,True,0.007,9,2118,5,0
r1bqr1k1/ppp2ppp/5b2/3pN3/5QP1/1NPP3P/PP2PP2/R3KB1R,False,0.0,3,2088,5,0
r1bqr1k1/ppp2ppp/8/3pb3/5QP1/1NPP3P/PP2PP2/R3KB1R,True,0.0,3,2118,5,0
r1bqr1k1/ppp2ppp/8/3pb3/6P1/1NPP1Q1P/PP2PP2/R3KB1R,False,0.0,35,2088,5,0
r1b1r1k1/ppp2ppp/8/3pb1q1/6P1/1NPP1Q1P/PP2PP2/R3KB1R,True,0.339,16,2118,5,0
r1b1r1k1/ppp2ppp/8/3pb1q1/6P1/1NPP1Q1P/PP2PPB1/R3K2R,False,0.0,4,2088,5,0
r1b1r1k1/pp3ppp/2p5/3pb1q1/6P1/1NPP1Q1P/PP2PPB1/R3K2R,True,0.006,19,2118,5,0
r1b1r1k1/pp3ppp/2p5/3pb1q1/3P2P1/1NP2Q1P/PP2PPB1/R3K2R,False,0.0,16,2088,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P1bP1/1NP2Q1P/PP2PPB1/R3K2R,True,0.003,8,2118,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P1bP1/1NP1PQ1P/PP3PB1/R3K2R,False,0.558,6,2088,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P2P1/1NP1bQ1P/PP3PB1/R3K2R,True,0.0,6,2118,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P2P1/1NP1bQ1P/PP3PB1/R4RK1,False,0.0,10,2088,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P1bP1/1NP2Q1P/PP3PB1/R4RK1,True,0.001,5,2118,5,0
r1b1r1k1/pp3ppp/2p5/3p2q1/3P1bP1/1NP2Q1P/PP3PB1/4RRK1,False,0.0,13,2088,5,0
r3r1k1/pp3ppp/2p1b3/3p2q1/3P1bP1/1NP2Q1P/PP3PB1/4RRK1,True,0.0,3,2118,5,0
r3r1k1/pp3ppp/2p1b3/2Np2q1/3P1bP1/2P2Q1P/PP3PB1/4RRK1,False,0.009,17,2088,5,0
r3r1k1/pp3ppp/2pbb3/2Np2q1/3P2P1/2P2Q1P/PP3PB1/4RRK1,True,0.0,9,2118,5,0
r3r1k1/pN3ppp/2pbb3/3p2q1/3P2P1/2P2Q1P/PP3PB1/4RRK1,False,0.0,15,2088,5,0
r3r1k1/pNb2ppp/2p1b3/3p2q1/3P2P1/2P2Q1P/PP3PB1/4RRK1,True,0.0,4,2118,5,0
r3r1k1/p1b2ppp/2p1b3/2Np2q1/3P2P1/2P2Q1P/PP3PB1/4RRK1,False,0.0,17,2088,5,0
1r2r1k1/p1b2ppp/2p1b3/2Np2q1/3P2P1/2P2Q1P/PP3PB1/4RRK1,True,0.0,4,2118,5,0
1r2r1k1/p1b2ppp/2p1b3/2Np2q1/3P2P1/1PP2Q1P/P4PB1/4RRK1,False,0.0,19,2088,5,0
1r2r1k1/p4ppp/1bp1b3/2Np2q1/3P2P1/1PP2Q1P/P4PB1/4RRK1,True,0.0,13,2118,5,0
1r2r1k1/p4ppp/1bp1N3/3p2q1/3P2P1/1PP2Q1P/P4PB1/4RRK1,False,0.0,2,2088,5,0
1r2r1k1/p5pp/1bp1p3/3p2q1/3P2P1/1PP2Q1P/P4PB1/4RRK1,True,0.0,2,2118,5,0
1r2r1k1/p5pp/1bp1p3/3p2q1/3P2PP/1PP2Q2/P4PB1/4RRK1,False,0.0,7,2088,5,0
1r2r1k1/p5pp/1bp1p3/3p4/3P2Pq/1PP2Q2/P4PB1/4RRK1,True,0.0,11,2118,5,0
1r2r1k1/p5pp/1bp1p3/3pR3/3P2Pq/1PP2Q2/P4PB1/5RK1,False,0.214,12,2088,5,0
1r2r1k1/p6p/1bp1p1p1/3pR3/3P2Pq/1PP2Q2/P4PB1/5RK1,True,0.108,13,2118,5,0
1r2r1k1/p6p/1bp1p1p1/3pR3/3P2Pq/1PP4Q/P4PB1/5RK1,False,0.0,16,2088,5,0
1r2r1k1/p6p/1bp1pqp1/3pR3/3P2P1/1PP4Q/P4PB1/5RK1,True,0.0,7,2118,5,0
1r2r1k1/p6p/1bp1pqp1/3pR3/3P1PP1/1PP4Q/P5B1/5RK1,False,0.0,7,2088,5,0
1r2r1k1/p1b4p/2p1pqp1/3pR3/3P1PP1/1PP4Q/P5B1/5RK1,True,0.0,15,2118,5,0
1r2r1k1/p1b4p/2p1pqp1/3pR1P1/3P1P2/1PP4Q/P5B1/5RK1,False,0.0,11,2088,5,0
1r2r1k1/p1b2q1p/2p1p1p1/3pR1P1/3P1P2/1PP4Q/P5B1/5RK1,True,0.016,9,2118,5,0
1r2r1k1/p1b2q1p/2p1p1p1/3p2P1/3P1P2/1PP1R2Q/P5B1/5RK1,False,0.09,14,2088,5,0
1r4k1/p1b1rq1p/2p1p1p1/3p2P1/3P1P2/1PP1R2Q/P5B1/5RK1,True,0.0,10,2118,5,0
1r4k1/p1b1rq1p/2p1p1p1/3p2P1/3P1P2/1PP1R2Q/P5B1/4R1K1,False,0.0,20,2088,5,0
4r1k1/p1b1rq1p/2p1p1p1/3p2P1/3P1P2/1PP1R2Q/P5B1/4R1K1,True,0.0,13,2118,5,0
4r1k1/p1b1rq1p/2p1p1p1/3p2P1/3P1PQ1/1PP1R3/P5B1/4R1K1,False,0.0,11,2088,5,0
4r1k1/p1b1r2p/2p1p1p1/3p2P1/3P1qQ1/1PP1R3/P5B1/4R1K1,True,0.0,13,2118,5,0
4r1k1/p1b1r2p/2p1p1p1/3p2P1/3P1qQ1/1PP1R2B/P7/4R1K1,False,0.0,16,2088,5,0
4r1k1/p1b1r2p/2p1p1p1/3p2P1/3P2Q1/1PP1R2B/P6q/4R1K1,True,0.0,6,2118,1,0
4r1k1/p1b1r2p/2p1p1p1/3p2P1/3P2Q1/1PP1R2B/P6q/4RK2,False,0.0,20,2088,5,0
4r1k1/p1b2r1p/2p1p1p1/3p2P1/3P2Q1/1PP1R2B/P6q/4RK2,True,0.0,4,2118,4,0
4r1k1/p1b2r1p/2p1p1p1/3p2P1/3P2Q1/1PP2R1B/P6q/4RK2,False,0.0,5,2088,5,0
4r1k1/p1b4p/2p1p1p1/3p2P1/3P2Q1/1PP2r1B/P6q/4RK2,True,0.0,2,2118,1,0
4r1k1/p1b4p/2p1p1p1/3p2P1/3P4/1PP2Q1B/P6q/4RK2,False,0.999,2,2088,5,0
5rk1/p1b4p/2p1p1p1/3p2P1/3P4/1PP2Q1B/P6q/4RK2,True,0.0,6,2118,5,0
5r2/p1b3kp/2p1B1p1/3p2P1/3P4/1PP2Q2/P6q/4RK2,True,0.0,20,2118,5,0
8/p1b3kp/2p1Brp1/3p2P1/3P4/1PP5/P6q/4RK2,True,0.0,2,2118,2,0
8/p1b4p/2p1Bkp1/3p4/3P4/1PP5/P6q/4RK2,True,0.0,3,2118,5,0
8/p1bB3p/2p2kp1/3p4/3P4/1PP5/P6q/4RK2,False,0.0,11,2088,5,0
8/p2B3p/2p2kp1/3p4/3P4/1PP3b1/P6q/4RK2,True,0.0,5,2118,5,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,True,0.007999999999999993,,2513,5,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,False,0.0,,2269,5,0
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,True,0.0,4,2513,5,0
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR,False,0.21000000000000002,1,2269,5,0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR,True,0.177,5,2513,5,0
rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR,False,0.0,2,2269,5,0
rnbqkbnr/pp2pppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR,True,0.019999999999999997,3,2513,5,0
rnbqkbnr/pp2pppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR,False,0.0,2,2269,5,0
rnbqkbnr/pp3ppp/4p3/3p4/2PP4/8/PP3PPP/RNBQKBNR,True,0.0,3,2513,5,0
rnbqkbnr/pp3ppp/4p3/3p4/2PP4/2N5/PP3PPP/R1BQKBNR,False,0.705,2,2269,5,0
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/2N5/PP3PPP/R1BQKBNR,True,0.053000000000000005,4,2513,5,0
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R,False,0.0,5,2269,5,0
rnbqkb1r/1p3ppp/p3pn2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R,True,0.0,6,2513,5,0
rnbqkb1r/1p3ppp/p3pn2/3p4/2PP4/P1N2N2/1P3PPP/R1BQKB1R,False,0.0,2,2269,5,0
r1bqkb1r/1p3ppp/p1n1pn2/3p4/2PP4/P1N2N2/1P3PPP/R1BQKB1R,True,0.0,13,2513,5,0
r1bqkb1r/1p3ppp/p1n1pn2/2Pp4/3P4/P1N2N2/1P3PPP/R1BQKB1R,False,0.0,2,2269,5,0
r1bqk2r/1p2bppp/p1n1pn2/2Pp4/3P4/P1N2N2/1P3PPP/R1BQKB1R,True,0.0,2,2513,5,0
r1bqk2r/1p2bppp/p1n1pn2/2Pp4/1P1P4/P1N2N2/5PPP/R1BQKB1R,False,0.0,4,2269,5,0
r1bq1rk1/1p2bppp/p1n1pn2/2Pp4/1P1P4/P1N2N2/5PPP/R1BQKB1R,True,0.0,4,2513,5,0
r1bq1rk1/1p2bppp/p1n1pn2/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQK2R,False,0.0,2,2269,5,0
r1b2rk1/1pq1bppp/p1n1pn2/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQK2R,True,0.102,6,2513,5,0
r1b2rk1/1pq1bppp/p1n1pn2/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQ1RK1,False,0.0020000000000000018,2,2269,5,0
r1b2rk1/1pq1bpp1/p1n1pn1p/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQ1RK1,True,0.0,11,2513,5,0
r1b2rk1/1pq1bpp1/p1n1pn1p/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQR1K1,False,0.015000000000000013,24,2269,5,0
r1b2rk1/1pqnbpp1/p1n1p2p/2Pp4/1P1P4/P1NB1N2/5PPP/R1BQR1K1,True,0.0,11,2513,5,0
r1b2rk1/1pqnbpp1/p1n1p2p/2Pp4/1P1P4/P1N2N2/2B2PPP/R1BQR1K1,False,0.0,48,2269,5,0
r1b2rk1/1pqnbpp1/p1n4p/2Ppp3/1P1P4/P1N2N2/2B2PPP/R1BQR1K1,True,0.0,4,2513,5,0
r1b2rk1/1pqnbpp1/p1n4p/2PNp3/1P1P4/P4N2/2B2PPP/R1BQR1K1,False,0.0,7,2269,5,0
r1bq1rk1/1p1nbpp1/p1n4p/2PNp3/1P1P4/P4N2/2B2PPP/R1BQR1K1,True,0.0,7,2513,5,0
r1bq1rk1/1p1nbpp1/p1n4p/2PNp3/1P1P4/P2Q1N2/2B2PPP/R1B1R1K1,False,0.0,6,2269,5,0
r1bq1rk1/1p1nb1p1/p1n4p/2PNpp2/1P1P4/P2Q1N2/2B2PPP/R1B1R1K1,True,0.0,8,2513,5,0
r1bq1rk1/1p1nb1p1/p1n4p/2PNPp2/1P6/P2Q1N2/2B2PPP/R1B1R1K1,False,0.0,79,2269,5,0
r1bq1rk1/1p1nb3/p1n3pp/2PNPp2/1P6/P2Q1N2/2B2PPP/R1B1R1K1,True,0.0,6,2513,5,0
r1bq1rk1/1p1nb3/p1n3pp/2PNPp2/1P6/PB1Q1N2/5PPP/R1B1R1K1,False,0.0,2,2269,5,0
r1bq1r2/1p1nb1k1/p1n3pp/2PNPp2/1P6/PB1Q1N2/5PPP/R1B1R1K1,True,0.0,2,2513,5,0
r1bq1r2/1p1nb1k1/p1n3pp/2PNPp2/1P6/PB1Q1N2/1B3PPP/R3R1K1,False,0.0,11,2269,5,0
r1bq1r2/1p1nb2k/p1n3pp/2PNPp2/1P6/PB1Q1N2/1B3PPP/R3R1K1,True,0.0,7,2513,5,0
r1bq1r2/1p1nb2k/p1n3pp/2PNPp2/1P6/PB1Q1N2/1B3PPP/3RR1K1,False,0.0,35,2269,5,0
r1bq1r2/1p1n3k/p1n3pp/2PNPpb1/1P6/PB1Q1N2/1B3PPP/3RR1K1,True,0.0,9,2513,5,0
r1b2r2/1p1n3k/p1n3pp/2PNPpq1/1P6/PB1Q4/1B3PPP/3RR1K1,True,0.0,3,2513,5,0
r1b2r2/1p1n3k/p1n1P1pp/2PN1pq1/1P6/PB1Q4/1B3PPP/3RR1K1,False,0.0,9,2269,5,0
r1b2r2/1p5k/p1n1Pnpp/2PN1pq1/1P6/PB1Q4/1B3PPP/3RR1K1,True,0.0,3,2513,5,0
r1b5/1p5k/p1n1Prpp/2P2pq1/1P6/PB1Q4/1B3PPP/3RR1K1,True,0.0,13,2513,5,0
r1b5/1p5k/p1n1Prpp/2P2pq1/1P3P2/PB1Q4/1B4PP/3RR1K1,False,0.0,47,2269,5,0
r1b5/1p5k/p1n1Prpp/2P2p2/1P3Pq1/PB1Q4/1B4PP/3RR1K1,True,0.0,6,2513,5,0
r1b5/1p5k/p1n1PBpp/2P2p2/1P3Pq1/PB1Q4/6PP/3RR1K1,False,0.0,1,2269,5,0
r7/1p5k/p1n1bBpp/2P2p2/1P3Pq1/PB1Q4/6PP/3RR1K1,True,0.0,6,2513,5,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,True,0.007999999999999993,,2027,5,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,False,0.0,,2187,5,0
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR,True,0.0,2,2027,5,0
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR,False,0.07600000000000007,3,2187,5,0
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR,True,0.0,2,2027,5,0
rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR,False,0.0,3,2187,5,0
rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR,True,0.10200000000000001,7,2027,5,0
rnb1kbnr/ppp1pppp/3q4/8/8/2N2N2/PPPP1PPP/R1BQKB1R,False,0.008000000000000007,2,2187,5,0
rnb1kb1r/ppp1pppp/3q1n2/8/8/2N2N2/PPPP1PPP/R1BQKB1R,True,0.0,12,2027,5,0
rnb1kb1r/ppp1pppp/3q1n2/8/8/2N2NP1/PPPP1P1P/R1BQKB1R,False,0.10899999999999999,2,2187,5,0
rnb1kb1r/pp2pppp/2pq1n2/8/8/2N2NP1/PPPP1P1P/R1BQKB1R,True,0.04500000000000004,4,2027,5,0
rnb1kb1r/pp2pppp/2pq1n2/8/8/2N2NP1/PPPP1PBP/R1BQK2R,False,0.0,0,2187,5,0
rn2kb1r/pp2pppp/2pq1n2/8/6b1/2N2NP1/PPPP1PBP/R1BQK2R,True,0.11800000000000002,7,2027,5,0
rn2kb1r/pp2pppp/2pq1n2/8/6b1/2N2NP1/PPPP1PBP/R1BQ1RK1,False,0.015000000000000013,2,2187,5,0
r3kb1r/pp1npppp/2pq1n2/8/6b1/2N2NP1/PPPP1PBP/R1BQ1RK1,True,0.0,11,2027,5,0
r3kb1r/pp1npppp/2pq1n2/8/3P2b1/2N2NP1/PPP2PBP/R1BQ1RK1,False,0.07799999999999996,9,2187,5,0
r3kb1r/pp1n1ppp/2pq1n2/4p3/3P2b1/2N2NP1/PPP2PBP/R1BQ1RK1,True,0.0,26,2027,5,0
r3kb1r/pp1n1ppp/2pq1n2/4p3/3P2b1/2N2NP1/PPP2PBP/R1BQR1K1,False,0.0,22,2187,5,0
2kr1b1r/pp1n1ppp/2pq1n2/4p3/3P2b1/2N2NP1/PPP2PBP/R1BQR1K1,True,0.5459999999999999,50,2027,5,0
2kr1b1r/pp1n1ppp/2pq1n2/4p3/3PN1b1/5NP1/PPP2PBP/R1BQR1K1,False,0.0,14,2187,5,0
2kr1b1r/pp1n1ppp/2pq4/4p3/3Pn1b1/5NP1/PPP2PBP/R1BQR1K1,True,0.0,3,2027,5,0
2kr1b1r/pp1n1ppp/2pq4/4p3/3PR1b1/5NP1/PPP2PBP/R1BQ2K1,False,0.0,2,2187,5,0
2kr1b1r/pp3ppp/2pq1n2/4p3/3PR1b1/5NP1/PPP2PBP/R1BQ2K1,True,0.005,41,2027,5,0
2kr1b1r/pp3ppp/2pq1n2/4p3/3P2b1/5NP1/PPP2PBP/R1BQR1K1,False,0.71,19,2187,5,0
2kr1b1r/pp3ppp/2pq1n2/8/3p2b1/5NP1/PPP2PBP/R1BQR1K1,True,0.0,7,2027,5,0
2kr1b1r/pp3ppp/2pq1n2/8/3p1Bb1/5NP1/PPP2PBP/R2QR1K1,False,0.0,43,2187,5,0
2kr1b1r/pp3ppp/2p2n2/3q4/3p1Bb1/5NP1/PPP2PBP/R2QR1K1,True,0.0,25,2027,5,0
2kr1b1r/pp3ppp/2p2n2/3qN3/3p1Bb1/6P1/PPP2PBP/R2QR1K1,False,0.0,56,2187,5,0
2kr1b1r/pp3ppp/2p2n2/3qN3/3p1B2/6P1/PPP2PBP/R2bR1K1,True,0.0,2,2027,5,0
2kr1b1r/pp3ppp/2p2n2/3BN3/3p1B2/6P1/PPP2P1P/R2bR1K1,False,0.0020000000000000018,3,2187,5,0
2kr1b1r/pp3ppp/2p5/3nN3/3p1B2/6P1/PPP2P1P/R2bR1K1,True,0.0,4,2027,5,0
2kr1b1r/pp3Npp/2p5/3n4/3p1B2/6P1/PPP2P1P/R2bR1K1,False,0.0,7,2187,5,0
2kr1b1r/pp3Npp/2p5/3n4/3p1B2/6P1/PPb2P1P/R3R1K1,True,0.0,15,2027,5,0
2kr1b1N/pp4pp/2p5/3n4/3p1B2/6P1/PPb2P1P/R3R1K1,False,0.0,8,2187,5,0
2kr1b1N/pp4pp/2p5/8/3p1n2/6P1/PPb2P1P/R3R1K1,True,0.0,2,2027,5,0
2kr1b1N/pp4pp/2p5/8/3p1P2/8/PPb2P1P/R3R1K1,False,0.0,19,2187,5,0
2kr1b1N/pp4pp/2p5/8/5P2/3p4/PPb2P1P/R3R1K1,True,0.0,28,2027,5,0
2kr1b2/pp3Npp/2p5/8/5P2/3p4/PPb2P1P/R3R1K1,False,0.0,3,2187,5,0
2kr1b2/pp3Npp/2p5/8/5P2/8/PPbp1P1P/R3R1K1,True,0.0,8,2027,5,0
2kN1b2/pp4pp/2p5/8/5P2/8/PPbp1P1P/R3R1K1,False,0.0,4,2187,5,0
2kN1b2/pp4pp/2p5/8/5P2/8/PPb2P1P/R3q1K1,True,0.0,6,2027,2,0
2kN1b2/pp4pp/2p5/8/5P2/8/PPb2P1P/4R1K1,False,0.0,1,2187,5,0
3k1b2/pp4pp/2p5/8/5P2/8/PPb2P1P/4R1K1,True,0.0,7,2027,5,0
3k1b2/pp4pp/2p5/8/5P2/8/PPb1RP1P/6K1,False,0.0,3,2187,5,0
3k1b2/pp4pp/2p5/5b2/5P2/8/PP2RP1P/6K1,True,0.0,14,2027,5,0
3k1b2/pp4pp/2p5/5b2/5P2/P7/1P2RP1P/6K1,False,0.0,3,2187,5,0
3k4/pp4pp/2pb4/5b2/5P2/P7/1P2RP1P/6K1,True,0.0,6,2027,5,0
3k4/pp4pp/2pb4/5b2/5P2/P7/1P1R1P1P/6K1,False,0.0,2,2187,5,0
8/ppk3pp/2pb4/5b2/5P2/P7/1P1R1P1P/6K1,True,0.0,7,2027,5,0
8/ppk3pp/2pb4/5b2/3R1P2/P7/1P3P1P/6K1,False,0.0,9,2187,5,0
8/ppk3pp/2p5/2b2b2/3R1P2/P7/1P3P1P/6K1,True,0.0,17,2027,5,0
8/ppk3pp/2p5/2b2b2/5P2/P7/1P1R1P1P/6K1,False,0.0,4,2187,5,0
8/1pk3pp/2p5/p1b2b2/5P2/P7/1P1R1P1P/6K1,True,0.0,5,2027,5,0
8/1pk3pp/2p5/p1b2b2/5P2/P7/1P1R1PKP/8,False,0.0,2,2187,5,0
8/1pk3pp/2p5/p1b5/4bP2/P7/1P1R1PKP/8,True,0.0,2,2027,5,0
8/1pk3pp/2p5/p1b5/4bP2/P5K1/1P1R1P1P/8,False,0.0,6,2187,5,0
8/2k3pp/2p5/ppb5/4bP2/P5K1/1P1R1P1P/8,True,0.0,5,2027,5,0
8/2k3pp/2p5/ppb5/4bP1P/P5K1/1P1R1P2/8,False,0.0,2,2187,5,0
8/2k3pp/2pb4/pp6/4bP1P/P5K1/1P1R1P2/8,True,0.0,3,2027,5,0
8/2k3pp/2pb4/pp6/4bP1P/P4PK1/1P1R4/8,False,0.0,2,2187,5,0
8/2k3pp/2pb4/pp3b2/5P1P/P4PK1/1P1R4/8,True,0.0,41,2027,5,0
8/2k3pp/2pb4/pp3b1P/5P2/P4PK1/1P1R4/8,False,0.0,3,2187,5,0
8/2k4p/2pb2p1/pp3b1P/5P2/P4PK1/1P1R4/8,True,0.0,11,2027,5,0
8/2k4p/2pb2P1/pp3b2/5P2/P4PK1/1P1R4/8,False,0.0,2,2187,5,0
