epoch,tau,train_E_regret,val_greedy_regret
1,1.0,0.4395319686765975,0.10621780894464083
2,1.0,0.40742424986068154,0.11194231177041106
3,1.0,0.375048961991576,0.11786817030611543
4,1.0,0.34400047541656703,0.12143131897594166
5,1.0,0.3126274263395846,0.12143131897594166
6,1.0,0.28204795164308005,0.12143131897594166
7,1.0,0.25220287705922756,0.12143131897594166
8,1.0,0.22385662238161375,0.12143131897594166
9,1.0,0.1974778363840259,0.12143131897594166
10,1.0,0.17435759417557684,0.12143131897594166
11,1.0,0.15484268204845106,0.12143131897594166
12,1.0,0.13929846998557305,0.12143131897594166
13,1.0,0.12718099552037482,0.12143131897594166
14,1.0,0.11835572925420806,0.12143131897594166
15,1.0,0.11175814433211922,0.12143131897594166
16,1.0,0.10720439152934184,0.12143131897594166
17,1.0,0.10417165211434172,0.12143131897594166
18,1.0,0.10185007148534679,0.12143131897594166
19,1.0,0.10026323615512636,0.12143131897594166
20,1.0,0.09888568998995172,0.12143131897594166
21,1.0,0.0977798832190351,0.12143131897594166
22,1.0,0.09676263786222006,0.12037792091768915
23,1.0,0.09595336557343995,0.11712339732637281
24,1.0,0.09517259595091565,0.11415819560380025
25,1.0,0.09438590037839258,0.11306508591508764
26,1.0,0.0937911452061591,0.11135634805100993
27,1.0,0.09307068221570715,0.1086844383560914
28,1.0,0.09244098267343603,0.1062253034729014
29,1.0,0.09177792335804888,0.10404044410150391
30,1.0,0.09113645325214621,0.10371035949913418
31,1.0,0.0905410348542355,0.10122628625603927
32,1.0,0.08986407652724633,0.09930692799484447
33,1.0,0.08915139577673147,0.09742728049530942
34,1.0,0.08847284194045854,0.09586038703347095
35,1.0,0.08775176412726904,0.09483442031896995
36,1.0,0.0870009190745228,0.09424461449372723
37,1.0,0.08645800472173876,0.09379018525228137
38,1.0,0.08589138849102343,0.09533932515533797
39,1.0,0.08533382116094872,0.09473672329606554
40,1.0,0.08485135141548271,0.09397874376996242
41,1.0,0.08441314436030288,0.09473039151702693
42,1.0,0.08393394896416988,0.09463188975700862
43,1.0,0.08354223342857811,0.09513335133815178
44,1.0,0.0831688711324115,0.09431090595340362
45,1.0,0.08274456769765333,0.09651438866537461
46,1.0,0.08229220954083867,0.09649562827472256
47,1.0,0.08194173668897434,0.09602687160189578
48,1.0,0.08142790081555569,0.0955786943614685
49,1.0,0.08096241342335236,0.09582455188302255
50,1.0,0.08053588151063734,0.09524688198010992
51,1.0,0.0799272641146894,0.0951570761548672
52,1.0,0.07951186509511012,0.09440304991396595
53,1.0,0.07883131627029585,0.09668421693607826
54,1.0,0.0782997652826296,0.0985753871280215
55,1.0,0.07770910564598198,0.09805839683675936
56,1.0,0.07713220059747669,0.09782939133796584
57,1.0,0.07657496160963206,0.09745152725955525
58,1.0,0.07602542802050771,0.09714084764790479
59,1.0,0.07551108906239312,0.09689812920130284
60,1.0,0.07506023813426577,0.09668453696829317
61,1.0,0.0745943999964222,0.09642908957056728
62,1.0,0.07425733797262511,0.09621307015309155
63,1.0,0.0738874874781719,0.09548976918221778
64,1.0,0.07361679594452272,0.09312703425334597
65,1.0,0.07333097391956887,0.0858996686411338
66,1.0,0.07316369029090077,0.08162377728233537
67,1.0,0.07294773678301773,0.08156244579686796
68,1.0,0.07271927548637007,0.08295698955188383
69,1.0,0.07255606476253676,0.08342858676468766
70,1.0,0.07244458441182082,0.08457733301481864
71,1.0,0.07228885108447439,0.08032738581334593
72,1.0,0.07214905770079603,0.07593086283228254
73,1.0,0.07201607544982648,0.0744097903195911
74,1.0,0.0719276233763536,0.07338694218028809
75,1.0,0.07182551905946824,0.0722224574927769
76,1.0,0.07173833531042077,0.07167876817238854
77,1.0,0.07164392156343023,0.07159138953161184
78,1.0,0.07156993267894948,0.07159490188161631
79,1.0,0.07149847987496737,0.07176857399763126
80,1.0,0.07142147816583287,0.07171032157044678
81,1.0,0.07135361508465012,0.0702976669645628
82,1.0,0.07128206585713465,0.0704966960907764
83,1.0,0.07123696537437783,0.07040211782926208
84,1.0,0.0711620381817573,0.07026134113023295
85,1.0,0.07110113485221559,0.0701830210952514
86,1.0,0.07106905359252977,0.07105680750301839
87,1.0,0.07105452922817407,0.07195457593027155
88,1.0,0.07095434687173978,0.07078253565835821
89,1.0,0.07088819090354459,0.06966482284815663
90,1.0,0.07084100265650081,0.06898521119767119
91,1.0,0.07080316186033903,0.07048190416671601
92,1.0,0.07074464415296933,0.06909443449864207
93,1.0,0.07069730233716237,0.06919394906174886
94,1.0,0.07065075106825809,0.06972419764199016
95,1.0,0.07061779673693085,0.06986157064034813
96,1.0,0.0705539692663452,0.07100234733937726
97,1.0,0.07049441386153728,0.07269565908717976
98,1.0,0.07044361868612313,0.0740362313346001
99,1.0,0.07039977214331435,0.07539922169155776
100,1.0,0.07037769526697892,0.07075796052057481
101,1.0,0.07024799723400323,0.07121685010967423
102,1.0,0.07019277151555195,0.07123554352688852
103,1.0,0.0701091797317116,0.07339517176133052
104,1.0,0.0700304182336747,0.07679985885347275
105,1.0,0.06997305999061768,0.07900015310428204
106,1.0,0.0699210015956142,0.07729500448454071
107,1.0,0.06982046706749233,0.0744121620525927
108,1.0,0.06973164267166312,0.07314274457686451
109,1.0,0.06966866831839003,0.074413362632881
110,1.0,0.06959235369539128,0.07606864124923375
111,1.0,0.06952131666687425,0.07438666360375477
112,1.0,0.0693868707436629,0.07406142088530816
113,1.0,0.06930237409145922,0.07362938205035671
114,1.0,0.06920493275299151,0.07273132379792951
115,1.0,0.06914479215209593,0.0725775578926789
116,1.0,0.0690528254093145,0.0726916355625818
117,1.0,0.06894793958711888,0.07117923159411334
118,1.0,0.06886684112302473,0.07082971703100652
119,1.0,0.06879450685645605,0.07068192682471769
120,1.0,0.06872041611292821,0.07070134430044585
121,1.0,0.06863842908701188,0.07063068790479292
122,1.0,0.06857759631581181,0.06991250934898953
123,1.0,0.06853338538691009,0.0705894257688706
124,1.0,0.06844544547110093,0.06987610158199925
125,1.0,0.06845936426135935,0.07090410609790332
126,1.0,0.06832839862214875,0.06988142532149857
127,1.0,0.06827603191674665,0.07000521172926559
128,1.0,0.06824184562520082,0.06983288163217821
129,1.0,0.06814977822207875,0.0711638148357674
130,1.0,0.06808148203585582,0.0705381843515305
131,1.0,0.06804667868949835,0.07071771895852774
132,1.0,0.06803173127476947,0.07063276750221706
133,1.0,0.06800147377460905,0.06976591337056129
134,1.0,0.06787550397702956,0.06956914614262613
135,1.0,0.06783603128670984,0.06976105900162925
136,1.0,0.06777815428793678,0.07185528940006852
137,1.0,0.06774372411129709,0.07163276750221707
138,1.0,0.06769733544278905,0.07175412672551805
139,1.0,0.06766287505564676,0.07189169716705883
140,1.0,0.06762598849698674,0.06969227678163444
141,1.0,0.06759668279041364,0.07189665819474125
142,1.0,0.0675567453016686,0.07186995916561505
143,1.0,0.06753054769624453,0.07111582885519688
144,1.0,0.0674979725281673,0.07154301332121629
145,1.0,0.06744870885524604,0.07112311040859491
146,1.0,0.0674156781993858,0.07158670264160467
147,1.0,0.06738481083665245,0.0713439841950027
148,1.0,0.06735336640010098,0.07131243079694442
149,1.0,0.06731134515653536,0.07147923411082784
150,1.0,0.0672928641153688,0.07160544770306083
151,1.0,0.06728553322457738,0.07103573176781822
152,1.0,0.06728165370416046,0.07127049624675015
153,1.0,0.06727304409843211,0.0698342754571386
154,1.0,0.06719302706906104,0.07030514924354636
155,1.0,0.0671697638298536,0.0709459259425755
156,1.0,0.06713521509494597,0.07093621720471144
157,1.0,0.06711764190340835,0.07063039196199299
158,1.0,0.0670829397547427,0.07097747934063375
159,1.0,0.06707295606974589,0.07097990652509976
160,1.0,0.06706244977973866,0.07082456671927455
161,1.0,0.0670534692053656,0.07085369293286677
162,1.0,0.06699474143502451,0.07008912982607066
163,1.0,0.06706740179108185,0.06915709099111919
164,1.0,0.06700423714316008,0.06942893565131336
165,1.0,0.06698850714879294,0.07084398419500268
166,1.0,0.0669330000030019,0.07128020498461422
167,1.0,0.0669267495652343,0.07121777060276968
168,1.0,0.06689466705517365,0.07069349875810949
169,1.0,0.06694195349280943,0.06954786769014833
170,1.0,0.06686980249398955,0.07005272205908036
171,1.0,0.06683155065518642,0.07063039196199299
172,1.0,0.06683823757710636,0.07081243079694445
173,1.0,0.0667795219075002,0.07005272205908036
174,1.0,0.06676352788770414,0.06981485798141046
175,1.0,0.0667525667196008,0.06941194536005123
176,1.0,0.06673915183039876,0.06944592594257551
177,1.0,0.06669619653616798,0.07013524633092501
178,1.0,0.06664340303443507,0.07089010069985706
179,1.0,0.06660986467472559,0.07108670264160463
180,1.0,0.06655204266144399,0.07090277782155958
181,1.0,0.0665087763752256,0.06993433121961783
182,1.0,0.06641929113046471,0.07075714675359841
183,1.0,0.06631454345918728,0.07088578753029744
