frac_epoch,loss_gap
0.004651162790697674,0.684394121170044
0.09767441860465116,0.6021420955657959
0.19069767441860466,0.33651116490364075
0.2837209302325581,0.16546326875686646
0.3767441860465116,0.12366217374801636
0.4697674418604651,0.09425237774848938
0.5627906976744186,0.07619065046310425
0.6558139534883721,0.059346288442611694
0.7488372093023256,0.05781280994415283
0.8418604651162791,0.06119289994239807
0.9348837209302325,0.055280089378356934
1.0,0.055171191692352295
1.0046511627906978,0.04938507080078125
1.0976744186046512,0.051458388566970825
1.1906976744186046,0.042579591274261475
1.283720930232558,0.05272388458251953
1.3767441860465115,0.04694777727127075
1.4697674418604652,0.038061320781707764
1.5627906976744186,0.048635512590408325
1.655813953488372,0.05437028408050537
1.7488372093023257,0.04043254256248474
1.841860465116279,0.040382206439971924
1.9348837209302325,0.039304763078689575
2.0,0.040392160415649414
2.0046511627906978,0.040734440088272095
2.097674418604651,0.03715360164642334
2.1906976744186046,0.04191848635673523
2.2837209302325583,0.030852079391479492
2.3767441860465115,0.041105061769485474
2.469767441860465,0.04212507605552673
2.5627906976744184,0.04123315215110779
2.655813953488372,0.04468429088592529
2.7488372093023257,0.03720664978027344
2.8418604651162793,0.036773681640625
2.9348837209302325,0.03591996431350708
3.0,0.037396788597106934
3.0046511627906978,0.04494822025299072
3.097674418604651,0.03515493869781494
3.1906976744186046,0.04137781262397766
3.2837209302325583,0.03545328974723816
3.3767441860465115,0.04198259115219116
3.469767441860465,0.03542163968086243
3.5627906976744184,0.04273471236228943
3.655813953488372,0.03575223684310913
3.7488372093023257,0.04478445649147034
3.8418604651162793,0.03637471795082092
3.9348837209302325,0.041263073682785034
4.0,0.0403904914855957
4.004651162790697,0.03552275896072388
4.097674418604651,0.03992846608161926
4.190697674418605,0.03625810146331787
4.283720930232558,0.03264203667640686
4.376744186046512,0.03528359532356262
4.469767441860465,0.04257005453109741
4.562790697674418,0.03271785378456116
4.655813953488372,0.043160438537597656
4.748837209302326,0.03728228807449341
4.841860465116279,0.04766732454299927
4.934883720930232,0.035503506660461426
5.0,0.03943449258804321
5.004651162790697,0.03784957528114319
5.097674418604651,0.037587493658065796
5.190697674418605,0.03858330845832825
5.283720930232558,0.036900341510772705
5.376744186046512,0.03704079985618591
5.469767441860465,0.039853304624557495
5.562790697674418,0.0392841100692749
5.655813953488372,0.04010722041130066
5.748837209302326,0.03335994482040405
5.841860465116279,0.036787062883377075
5.934883720930232,0.04242381453514099
6.0,0.03983771800994873
