epoch,train_total_loss,train_target_entropy,train_loss_gap,train_num_supervised_edges,val_total_loss,val_target_entropy,val_loss_gap,val_num_supervised_edges
1,0.5616104602813721,0.3755210041999817,0.18608945608139038,3942717,0.4262810945510864,0.3764634430408478,0.04981765151023865,982705
2,0.421896755695343,0.3754713237285614,0.046425431966781616,3942717,0.4189896583557129,0.3764634430408478,0.04252621531486511,982705
3,0.41648608446121216,0.37546053528785706,0.0410255491733551,3942717,0.4163793623447418,0.3764634430408478,0.03991591930389404,982705
4,0.4148294925689697,0.375394731760025,0.0394347608089447,3942717,0.4155999422073364,0.3764634430408478,0.03913649916648865,982705
5,0.4142446219921112,0.3753316402435303,0.03891298174858093,3942717,0.4153769314289093,0.3764634430408478,0.03891348838806152,982705
6,0.4142408072948456,0.3755636215209961,0.03867718577384949,3942717,0.41495949029922485,0.3764634430408478,0.038496047258377075,982705
