board_position,player_white,voc,move_time,elo,n_candidates,ply
2kr3r/p1q2p2/Pppbp1b1/5p1p/3P3P/1QP2BP1/1P1B1P2/R3K2R,True,0.0579999999999999,3.0,2263,5,39
2kr3r/p1q2p2/Pppbp1b1/5p1p/3P3P/1QP2BP1/1P1B1P2/2KR3R,False,0.0,16.0,2277,5,40
2kr3r/p1q2p2/Pppbp1b1/7p/3P1p1P/1QP2BP1/1P1B1P2/2KR3R,True,0.782,8.0,2263,5,41
2kr3r/p1q2p2/Pppbp1b1/7p/3P1P1P/1QP2B2/1P1B1P2/2KR3R,False,0.0,2.0,2277,5,42
2kr3r/p1q2p2/Ppp1p1b1/7p/3P1b1P/1QP2B2/1P1B1P2/2KR3R,True,0.047,3.0,2263,5,43
2kr3r/p1q2p2/Ppp1p1b1/7p/Q2P1b1P/2P2B2/1P1B1P2/2KR3R,False,0.0,25.0,2277,5,44
2kr3r/p1q2p2/P1p1p1b1/1p5p/Q2P1b1P/2P2B2/1P1B1P2/2KR3R,True,0.0059999999999999,5.0,2263,5,45
2kr3r/p1q2p2/P1p1p1b1/1p5p/3P1b1P/Q1P2B2/1P1B1P2/2KR3R,False,0.017,31.0,2277,5,46
2kr3r/p1q2p2/P1pbp1b1/1p5p/3P3P/Q1P2B2/1P1B1P2/2KR3R,True,0.011,13.0,2263,5,47
2kr3r/p1q2p2/P1pbp1b1/1p5p/1P1P3P/Q1P2B2/3B1P2/2KR3R,False,0.0,19.0,2277,5,48
2kr3r/p1q2p2/P1p1p1b1/1p5p/1P1P1b1P/Q1P2B2/3B1P2/2KR3R,True,0.018,4.0,2263,5,49
2kr3r/p1q2p2/P1p1p1b1/1p5p/1P1P1b1P/2P2B2/Q2B1P2/2KR3R,False,0.895,16.0,2277,5,50
2kr3r/p1q2p2/P1p1p3/1p5p/1P1P1b1P/2Pb1B2/Q2B1P2/2KR3R,True,0.221,13.0,2263,5,51
2kr3r/p1q2p2/P1p1p3/1p5p/1P1P1b1P/2Pb1B2/QK1B1P2/3R3R,False,0.0,4.0,2277,5,52
2kr3r/p1q2p2/P1p1p3/1p5p/1PbP1b1P/2P2B2/QK1B1P2/3R3R,True,0.0,3.0,2263,5,53
2kr3r/p1q2p2/P1p1p3/1p5p/1PbP1b1P/2P2B2/1K1B1P2/1Q1R3R,False,0.0,8.0,2277,5,54
2kr3r/p1q2p2/P1p1p3/1p1b3p/1P1P1b1P/2P2B2/1K1B1P2/1Q1R3R,True,0.0,8.0,2263,5,55
2kr3r/p1q2p2/P1p1p3/1p1b3p/1P1P1b1P/2PQ1B2/1K1B1P2/3R3R,False,0.061,13.0,2277,5,56
2k3rr/p1q2p2/P1p1p3/1p1b3p/1P1P1b1P/2PQ1B2/1K1B1P2/3R3R,True,0.0,5.0,2263,5,57
2k3rr/p1q2p2/P1p1p3/1p1B3p/1P1P1b1P/2PQ4/1K1B1P2/3R3R,False,0.0,6.0,2277,5,58
2k3rr/p1q2p2/P1p5/1p1p3p/1P1P1b1P/2PQ4/1K1B1P2/3R3R,True,0.0,4.0,2263,5,59
rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR,False,0.0,4.0,2131,5,6
rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PP2PPPP/RNBQKBNR,True,0.0,10.0,2161,5,7
rnbqkb1r/ppp1pppp/8/3n4/3PP3/8/PP3PPP/RNBQKBNR,False,0.0,18.0,2131,5,8
rnbqkb1r/ppp1pppp/1n6/8/3PP3/8/PP3PPP/RNBQKBNR,True,0.129,13.0,2161,5,9
rnbqkb1r/ppp1pppp/1n6/8/3PP3/2N5/PP3PPP/R1BQKBNR,False,0.0519999999999999,2.0,2131,5,10
rnbqkb1r/ppp2ppp/1n6/4p3/3PP3/2N5/PP3PPP/R1BQKBNR,True,0.0,11.0,2161,5,11
rnbqkb1r/ppp2ppp/1n6/3Pp3/4P3/2N5/PP3PPP/R1BQKBNR,False,0.0039999999999998,11.0,2131,5,12
rnbqk2r/ppp2ppp/1n6/3Pp3/1b2P3/2N5/PP3PPP/R1BQKBNR,True,0.262,21.0,2161,5,13
rnbqk2r/ppp2ppp/1n6/3Pp3/1b2P3/2N2N2/PP3PPP/R1BQKB1R,False,0.611,9.0,2131,5,14
rnbq1rk1/ppp2ppp/1n6/3Pp3/1b2P3/2N2N2/PP3PPP/R1BQKB1R,True,0.061,40.0,2161,5,15
rnbq1rk1/ppp2ppp/1n6/3Pp3/1b2P3/2NB1N2/PP3PPP/R1BQK2R,False,0.0,7.0,2131,5,16
rnbq1rk1/ppp3pp/1n3p2/3Pp3/1b2P3/2NB1N2/PP3PPP/R1BQK2R,True,0.032,8.0,2161,5,17
rnbq1rk1/ppp3pp/1n3p2/3Pp3/1b2P3/2NB1N2/PP3PPP/R1BQ1RK1,False,0.004,1.0,2131,5,18
rnbq1rk1/pp4pp/1np2p2/3Pp3/1b2P3/2NB1N2/PP3PPP/R1BQ1RK1,True,0.931,10.0,2161,5,19
rnbq1rk1/pp4pp/1nP2p2/4p3/1b2P3/2NB1N2/PP3PPP/R1BQ1RK1,False,0.0,4.0,2131,5,20
r1bq1rk1/pp4pp/1nn2p2/4p3/1b2P3/2NB1N2/PP3PPP/R1BQ1RK1,True,0.022,35.0,2161,5,21
r1bq1rk1/pp4pp/1nn2p2/4p3/1b2P2N/2NB4/PP3PPP/R1BQ1RK1,False,0.0,9.0,2131,5,22
r2q1rk1/pp4pp/1nn1bp2/4p3/1b2P2N/2NB4/PP3PPP/R1BQ1RK1,True,0.001,18.0,2161,5,23
r2q1rk1/pp4pp/1nn1bp2/4p3/1b2P2N/2NB1Q2/PP3PPP/R1B2RK1,False,0.001,14.0,2131,5,24
r2q1rk1/pp4pp/1n2bp2/4p3/1b1nP2N/2NB1Q2/PP3PPP/R1B2RK1,True,0.002,4.0,2161,5,25
r2q1rk1/pp4pp/1n2bp2/4p3/1b1nP2N/2NB2Q1/PP3PPP/R1B2RK1,False,0.0,18.0,2131,5,26
2rq1rk1/pp4pp/1n2bp2/4p3/1b1nP2N/2NB2Q1/PP3PPP/R1B2RK1,True,0.006,68.0,2161,5,27
2rq1rk1/pp4pp/1n2bp2/4p3/1b1nP2N/2NB2Q1/PP1B1PPP/R4RK1,False,0.0,10.0,2131,5,28
2rq1rk1/pp4pp/1n3p2/4p3/1bbnP2N/2NB2Q1/PP1B1PPP/R4RK1,True,0.0,54.0,2161,5,29
3q1rk1/pp4pp/1n3p2/4p3/1brnP2N/2N3Q1/PP1B1PPP/R4RK1,True,0.0,48.0,2161,5,31
3q1rk1/pp4pp/1n3p2/4p3/1brnP1QN/2N5/PP1B1PPP/R4RK1,False,0.0,79.0,2131,5,32
5rk1/ppq3pp/1n3p2/4p3/1brnP1QN/2N5/PP1B1PPP/R4RK1,True,0.0,56.0,2161,5,33
5rk1/ppq3pp/1n3p2/4p3/1brnP1QN/2N5/PP1B1PPP/2R2RK1,False,0.001,15.0,2131,5,34
2q2rk1/pp4pp/1n3p2/4p3/1brnP1QN/2N5/PP1B1PPP/2R2RK1,True,0.0,29.0,2161,5,35
2q2rk1/pp4pp/1n3p2/4p3/1brnP2N/2N5/PP1B1PPP/2RQ1RK1,False,0.0,15.0,2131,5,36
2qr2k1/pp4pp/1n3p2/4p3/1brnP2N/2N5/PP1B1PPP/2RQ1RK1,True,0.0,32.0,2161,5,37
2qr2k1/pp4pp/1n3p2/3Np3/1brnP2N/8/PP1B1PPP/2RQ1RK1,False,0.997,5.0,2131,5,38
2qr2k1/pp4pp/5p2/3np3/1brnP2N/8/PP1B1PPP/2RQ1RK1,True,0.0,38.0,2161,5,39
2qr2k1/pp4pp/5p2/3Pp3/1brn3N/8/PP1B1PPP/2RQ1RK1,False,0.0,4.0,2131,5,40
2qr2k1/pp4pp/5p2/3Pp3/2rn3N/8/PP1b1PPP/2RQ1RK1,True,0.0,15.0,2161,5,41
2qr2k1/pp4pp/5p2/3Pp3/2rn3N/8/PP1Q1PPP/2R2RK1,False,0.0,13.0,2131,5,42
2q3k1/pp4pp/5p2/3rp3/2rn3N/8/PP1Q1PPP/2R2RK1,True,0.0,13.0,2161,5,43
2q3k1/pp4pp/5p2/3rp3/2Rn3N/8/PP1Q1PPP/5RK1,False,0.0,4.0,2131,5,44
6k1/pp4pp/5p2/3rp3/2qn3N/8/PP1Q1PPP/5RK1,True,0.0,19.0,2161,5,45
6k1/pp4pp/5p2/3rp3/2qn3N/4Q3/PP3PPP/5RK1,False,0.0,17.0,2131,5,46
8/pp3kpp/5p2/3rp3/2qn3N/4Q3/PP3PPP/5RK1,True,0.0,3.0,2161,5,47
8/pp3kpp/5p2/3rp3/2qn3N/4Q1P1/PP3P1P/5RK1,False,0.0,16.0,2131,5,48
8/pp3k1p/5p2/3rp1p1/2qn3N/4Q1P1/PP3P1P/5RK1,True,0.0,3.0,2161,5,49
8/pp3k1p/5p2/3rp1p1/2qn4/4QNP1/PP3P1P/5RK1,False,0.0,40.0,2131,5,50
8/pp3k1p/5p2/3rp1p1/2q5/4QnP1/PP3P1P/5RK1,True,0.0,1.0,2161,3,51
8/pp3k1p/5p2/3rp1p1/2q5/5QP1/PP3P1P/5RK1,False,0.0,14.0,2131,5,52
8/pp3k1p/5p2/3r2p1/2q1p3/5QP1/PP3P1P/5RK1,True,0.0,6.0,2161,5,53
8/pp5p/4kp2/3r2pQ/2q1p3/6P1/PP3P1P/5RK1,True,0.0,12.0,2161,5,55
8/pp5Q/4kp2/3r2p1/2q1p3/6P1/PP3P1P/5RK1,False,0.793,25.0,2131,5,56
8/pp5Q/q3kp2/3r2p1/4p3/6P1/PP3P1P/5RK1,True,0.0,1.0,2161,5,57
8/pp6/q3kp2/4r1p1/4Q3/6P1/PP3P1P/5RK1,True,0.023,2.0,2161,5,59
8/pp2k3/q4p2/4r1p1/6Q1/6P1/PP3P1P/5RK1,True,0.0789999999999999,2.0,2161,5,61
8/pp2k3/q4p2/4r1p1/6Q1/P5P1/1P3P1P/5RK1,False,0.0,5.0,2131,5,62
8/pp2k3/5p2/4r1p1/6Q1/P5P1/1P2qP1P/5RK1,True,0.0,2.0,2161,5,63
8/pp2k3/5p2/4r1p1/6Q1/P5P1/1P2qP1P/2R3K1,False,0.0,5.0,2131,5,64
rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR,True,0.0,7.0,2144,5,3
rnbqkbnr/p1pppppp/8/1p6/2PP4/8/PP2PPPP/RNBQKBNR,False,0.0,2.0,2242,5,4
rnbqkbnr/p1pppppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR,True,0.0,1.0,2144,5,5
rnbqkbnr/p1pppppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR,False,0.0,1.0,2242,5,6
rnbqkbnr/p1pp1ppp/4p3/8/2pPP3/8/PP3PPP/RNBQKBNR,True,0.0,4.0,2144,5,7
rnbqkbnr/p1pp1ppp/4p3/8/2BPP3/8/PP3PPP/RNBQK1NR,False,0.2559999999999999,2.0,2242,5,8
rn1qkbnr/pbpp1ppp/4p3/8/2BPP3/8/PP3PPP/RNBQK1NR,True,0.0,6.0,2144,5,9
rn1qkbnr/pbpp1ppp/4p3/8/2BPP3/2N5/PP3PPP/R1BQK1NR,False,0.492,2.0,2242,5,10
rn1qk1nr/pbppbppp/4p3/8/2BPP3/2N5/PP3PPP/R1BQK1NR,True,0.008,2.0,2144,5,11
rn1qk1nr/pbppbppp/4p3/8/2BPP3/2N2N2/PP3PPP/R1BQK2R,False,0.0729999999999999,3.0,2242,5,12
rn1qk1nr/pbp1bppp/3pp3/8/2BPP3/2N2N2/PP3PPP/R1BQK2R,True,0.376,5.0,2144,5,13
rn1qk1nr/pbp1bppp/3pp3/8/2BPP3/1QN2N2/PP3PPP/R1B1K2R,False,0.0,5.0,2242,5,14
rnbqk1nr/p1p1bppp/3pp3/8/2BPP3/1QN2N2/PP3PPP/R1B1K2R,True,0.0,18.0,2144,5,15
rnbqk1nr/p1p1bppp/3pp3/8/2BPP3/1QN2N2/PP3PPP/R1B2RK1,False,0.0,8.0,2242,5,16
rnbqk2r/p1p1bppp/3ppn2/8/2BPP3/1QN2N2/PP3PPP/R1B2RK1,True,0.004,4.0,2144,5,17
rnbqk2r/p1p1bppp/3ppn2/4P3/2BP4/1QN2N2/PP3PPP/R1B2RK1,False,0.0,3.0,2242,5,18
rnbqk2r/p1p1bppp/4pn2/4p3/2BP4/1QN2N2/PP3PPP/R1B2RK1,True,0.0,2.0,2144,5,19
rnbqk2r/p1p1bppp/4pn2/4P3/2B5/1QN2N2/PP3PPP/R1B2RK1,False,0.0,2.0,2242,5,20
rnbqk2r/p1pnbppp/4p3/4P3/2B5/1QN2N2/PP3PPP/R1B2RK1,True,0.0,16.0,2144,5,21
rnbqk2r/p1pnbppp/4p3/4P3/2B5/1QN2N2/PP3PPP/R1BR2K1,False,0.0,2.0,2242,5,22
rnbq1rk1/p1pnbppp/4p3/4P3/2B5/1QN2N2/PP3PPP/R1BR2K1,True,0.004,12.0,2144,5,23
rnbq1rk1/p1pnbppp/4p3/4P3/Q1B5/2N2N2/PP3PPP/R1BR2K1,False,0.009,6.0,2242,5,24
rnbq1rk1/p2nbppp/2p1p3/4P3/Q1B5/2N2N2/PP3PPP/R1BR2K1,True,0.044,14.0,2144,5,25
rnbq1rk1/p2nbppp/2p1p3/4P3/Q1BN4/2N5/PP3PPP/R1BR2K1,False,0.0579999999999999,5.0,2242,5,26
rnb2rk1/p1qnbppp/2p1p3/4P3/Q1BN4/2N5/PP3PPP/R1BR2K1,True,0.072,13.0,2144,5,27
rnb2rk1/p1qnbppp/2p1B3/4P3/Q2N4/2N5/PP3PPP/R1BR2K1,False,0.0,6.0,2242,5,28
rnb2rk1/p1q1bppp/2p1B3/2n1P3/Q2N4/2N5/PP3PPP/R1BR2K1,True,0.0,10.0,2144,5,29
rnb3k1/p1q1brpp/2p5/2n1P3/Q2N4/2N5/PP3PPP/R1BR2K1,True,0.0,9.0,2144,5,31
rnb3k1/p1q1brpp/2p5/2n1P3/2QN4/2N5/PP3PPP/R1BR2K1,False,0.0,14.0,2242,5,32
rn4k1/p1q1brpp/b1p5/2n1P3/2QN4/2N5/PP3PPP/R1BR2K1,True,0.0,36.0,2144,5,33
rn4k1/p1q1brpp/b1p5/1Nn1P3/2QN4/8/PP3PPP/R1BR2K1,False,0.0,2.0,2242,5,34
rn4k1/p1q1brpp/b7/1pn1P3/2QN4/8/PP3PPP/R1BR2K1,True,0.0,3.0,2144,5,35
rn4k1/p1q1brpp/b7/1Nn1P3/2Q5/8/PP3PPP/R1BR2K1,False,0.0,2.0,2242,5,36
rn4k1/p1q1brpp/8/1bn1P3/2Q5/8/PP3PPP/R1BR2K1,True,0.0,2.0,2144,5,37
rn4k1/p1q1brpp/8/1Qn1P3/8/8/PP3PPP/R1BR2K1,False,0.0,4.0,2242,5,38
rn4k1/p3brpp/8/1Qn1q3/8/8/PP3PPP/R1BR2K1,True,0.0,23.0,2144,5,39
rn4k1/p3brpp/8/1Qn1q3/8/4B3/PP3PPP/R2R2K1,False,0.0,8.0,2242,5,40
r5k1/p2nbrpp/8/1Qn1q3/8/4B3/PP3PPP/R2R2K1,True,0.0,41.0,2144,5,41
r5k1/p2nbrpp/8/1Qn1q3/1P6/4B3/P4PPP/R2R2K1,False,0.0,5.0,2242,5,42
1r4k1/p2nbrpp/8/1Qn1q3/1P6/4B3/P4PPP/R2R2K1,True,0.0,30.0,2144,5,43
1r4k1/p2nbrpp/8/Q1n1q3/1P6/4B3/P4PPP/R2R2K1,False,0.0,3.0,2242,5,44
1r1b2k1/p2n1rpp/8/Q1n1q3/1P6/4B3/P4PPP/R2R2K1,True,0.0,7.0,2144,5,45
1r1b2k1/Q2n1rpp/8/2n1q3/1P6/4B3/P4PPP/R2R2K1,False,0.0,4.0,2242,5,46
3b2k1/Qr1n1rpp/8/2n1q3/1P6/4B3/P4PPP/R2R2K1,True,0.0,13.0,2144,5,47
Q2b2k1/1r1n1rpp/8/2n1q3/1P6/4B3/P4PPP/R2R2K1,False,0.0,2.0,2242,5,48
Qr1b2k1/3n1rpp/8/2n1q3/1P6/4B3/P4PPP/R2R2K1,True,0.0,34.0,2144,5,49
1r4k1/Q2n1rpp/1b6/2n1q3/1P6/4B3/P4PPP/R2R2K1,True,0.0,25.0,2144,5,51
1r4k1/3n1rpp/1b6/2n1q3/1P6/Q3B3/P4PPP/R2R2K1,False,0.0,2.0,2242,5,52
1r4k1/3n1rpp/1b2n3/4q3/1P6/Q3B3/P4PPP/R2R2K1,True,0.0,33.0,2144,5,53
1r4k1/3n1rpp/1B2n3/4q3/1P6/Q7/P4PPP/R2R2K1,False,0.0,2.0,2242,5,54
1r4k1/5rpp/1n2n3/4q3/1P6/Q7/P4PPP/R2R2K1,True,0.0,7.0,2144,5,55
1r4k1/5rpp/1n2n3/4q3/1P6/Q7/P4PPP/2RR2K1,False,0.0,7.0,2242,5,56
1r4k1/5rpp/1n2n3/5q2/1P6/Q7/P4PPP/2RR2K1,True,0.0,27.0,2144,5,57
1r4k1/5rpp/1n2n3/5q2/1P6/4Q3/P4PPP/2RR2K1,False,0.0,7.0,2242,5,58
1r4k1/5rpp/1n6/5q2/1P3n2/4Q3/P4PPP/2RR2K1,True,0.0,22.0,2144,5,59
1r4k1/5rpp/1n6/2R2q2/1P3n2/4Q3/P4PPP/3R2K1,False,0.0,9.0,2242,5,60
1r4k1/5rpp/1n3q2/2R5/1P3n2/4Q3/P4PPP/3R2K1,True,0.0,76.0,2144,5,61
1r4k1/5rpp/1n3q2/2R5/1P3n2/4Q2P/P4PP1/3R2K1,False,0.0,6.0,2242,5,62
5rk1/5rpp/1n3q2/2R5/1P3n2/4Q2P/P4PP1/3R2K1,True,0.0,14.0,2144,5,63
5rk1/5rpp/1n3q2/8/1P3n2/4Q2P/P1R2PP1/3R2K1,False,0.0,4.0,2242,5,64
5rk1/5rpp/5q2/3n4/1P3n2/4Q2P/P1R2PP1/3R2K1,True,0.0,12.0,2144,5,65
5rk1/5rpp/5q2/2Qn4/1P3n2/7P/P1R2PP1/3R2K1,False,0.0,9.0,2242,5,66
5rk1/4nrpp/5q2/2Q5/1P3n2/7P/P1R2PP1/3R2K1,True,0.0,14.0,2144,5,67
5rk1/4nrpp/5q2/2Q5/PP3n2/7P/2R2PP1/3R2K1,False,0.0,8.0,2242,5,68
5rk1/5rpp/5qn1/2Q5/PP3n2/7P/2R2PP1/3R2K1,True,0.0,3.0,2144,5,69
5rk1/5rpp/5qn1/P1Q5/1P3n2/7P/2R2PP1/3R2K1,False,0.0,7.0,2242,5,70
5rk1/5rpp/4nqn1/P1Q5/1P6/7P/2R2PP1/3R2K1,True,0.0,7.0,2144,5,71
5rk1/5rpp/3Qnqn1/P7/1P6/7P/2R2PP1/3R2K1,False,0.0,11.0,2242,5,72
5rk1/5rpp/3Qnq2/P7/1P3n2/7P/2R2PP1/3R2K1,True,0.0,3.0,2144,5,73
5rk1/5rpp/P2Qnq2/8/1P3n2/7P/2R2PP1/3R2K1,False,0.0,5.0,2242,5,74
5rk1/5rpp/P2Qnq2/8/1P6/7P/2R2Pn1/3R2K1,True,0.0,7.0,2144,5,75
5rk1/P4rpp/3Qnq2/8/1P6/7P/2R2Pn1/3R2K1,False,0.0,5.0,2242,5,76
5rk1/P4rpp/3Qnq2/8/1P3n2/7P/2R2P2/3R2K1,True,0.0,9.0,2144,5,77
5rk1/P5pp/4nq2/8/1P3n2/7P/2R2P2/3R2K1,True,0.0,8.0,2144,5,79
5rk1/P5pp/4nq2/8/1P3n2/2R4P/5P2/3R2K1,False,0.0,5.0,2242,5,80
rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR,False,0.0,3.0,2098,5,4
rnbqkbnr/ppp1pppp/8/4P3/3p4/8/PPPP1PPP/RNBQKBNR,True,0.0,4.0,2100,5,5
rnbqkbnr/ppp1pppp/8/4P3/3p4/5N2/PPPP1PPP/RNBQKB1R,False,0.123,2.0,2098,5,6
rnbqkbnr/pp2pppp/8/2p1P3/3p4/5N2/PPPP1PPP/RNBQKB1R,True,0.091,2.0,2100,5,7
rnbqkbnr/pp2pppp/8/2p1P3/2Pp4/5N2/PP1P1PPP/RNBQKB1R,False,0.0,13.0,2098,5,8
rn1qkbnr/pp2pppp/8/2p1P3/2Pp2b1/5N2/PP1P1PPP/RNBQKB1R,True,0.008,6.0,2100,5,9
rn1qkbnr/pp2pppp/8/2p1P3/2Pp2b1/5N2/PP1PBPPP/RNBQK2R,False,0.0,4.0,2098,5,10
r2qkbnr/pp2pppp/2n5/2p1P3/2Pp2b1/5N2/PP1PBPPP/RNBQK2R,True,0.0,24.0,2100,5,11
r2qkbnr/pp2pppp/2n5/2p1P1N1/2Pp2b1/8/PP1PBPPP/RNBQK2R,False,0.0,25.0,2098,5,12
r2qkbnr/pp2pppp/2n5/2p1PbN1/2Pp4/8/PP1PBPPP/RNBQK2R,True,0.001,6.0,2100,5,13
r2qkbnr/pp2pppp/2n5/2p1PbN1/2Pp4/3P4/PP2BPPP/RNBQK2R,False,0.0,8.0,2098,5,14
r2qkbnr/pp2ppp1/2n4p/2p1PbN1/2Pp4/3P4/PP2BPPP/RNBQK2R,True,0.0,33.0,2100,5,15
r2qkbnr/pp2ppp1/2n4p/2p1Pb2/2Pp4/3P1N2/PP2BPPP/RNBQK2R,False,0.001,13.0,2098,5,16
r2qkbnr/pp2ppp1/2n4p/2p1P3/2Pp2b1/3P1N2/PP2BPPP/RNBQK2R,True,0.0,10.0,2100,5,17
r2qkbnr/pp2ppp1/2n4p/2p1P3/2Pp1Bb1/3P1N2/PP2BPPP/RN1QK2R,False,0.0,9.0,2098,5,18
r2qkbnr/pp2p1p1/2n2p1p/2p1P3/2Pp1Bb1/3P1N2/PP2BPPP/RN1QK2R,True,0.0,33.0,2100,5,19
r2qkbnr/pp2p1p1/2n2P1p/2p5/2Pp1Bb1/3P1N2/PP2BPPP/RN1QK2R,False,0.0,2.0,2098,5,20
r2qkb1r/pp2p1p1/2n2n1p/2p5/2Pp1Bb1/3P1N2/PP2BPPP/RN1QK2R,True,0.0,18.0,2100,5,21
r2qkb1r/pp2p1p1/2n2n1p/2p5/2Pp1Bb1/3P1N2/PP1NBPPP/R2QK2R,False,0.0,2.0,2098,5,22
r2qkb1r/pp4p1/2n1pn1p/2p5/2Pp1Bb1/3P1N2/PP1NBPPP/R2QK2R,True,0.0,16.0,2100,5,23
r2qkb1r/pp4p1/2n1pn1p/2p5/2Pp1Bb1/3P1N2/PP1NBPPP/R2Q1RK1,False,0.003,1.0,2098,5,24
r2qk2r/pp2b1p1/2n1pn1p/2p5/2Pp1Bb1/3P1N2/PP1NBPPP/R2Q1RK1,True,0.0,31.0,2100,5,25
r2qk2r/pp2b1p1/2n1pn1p/2p5/2Pp1Bb1/3P1N1P/PP1NBPP1/R2Q1RK1,False,0.0,3.0,2098,5,26
r2qk2r/pp2b1p1/2n1pn1p/2p4b/2Pp1B2/3P1N1P/PP1NBPP1/R2Q1RK1,True,0.03,2.0,2100,5,27
r2qk2r/pp2b1p1/2n1pn1p/2p4b/2Pp1BP1/3P1N1P/PP1NBP2/R2Q1RK1,False,0.0,3.0,2098,5,28
r2qk2r/pp2bbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1NBP2/R2Q1RK1,True,0.6839999999999999,46.0,2100,5,29
r2qk2r/pp2bbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1NBP2/R2QR1K1,False,0.1959999999999999,3.0,2098,5,30
r3k2r/pp1qbbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1NBP2/R2QR1K1,True,0.2089999999999999,8.0,2100,5,31
r3k2r/pp1qbbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1N1P2/R2QRBK1,False,0.002,10.0,2098,5,32
2kr3r/pp1qbbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1N1P2/R2QRBK1,True,0.026,57.0,2100,5,33
2kr3r/pp1qbbp1/2n1pn1p/2p5/2Pp1BP1/3P1N1P/PP1N1PB1/R2QR1K1,False,0.0,5.0,2098,5,34
2kr3r/pp1qbb2/2n1pn1p/2p3p1/2Pp1BP1/3P1N1P/PP1N1PB1/R2QR1K1,True,0.0,27.0,2100,5,35
2kr3r/pp1qbb2/2n1pn1p/2p3p1/2Pp2P1/3P1N1P/PP1N1PBB/R2QR1K1,False,0.0,12.0,2098,5,36
2k3rr/pp1qbb2/2n1pn1p/2p3p1/2Pp2P1/3P1N1P/PP1N1PBB/R2QR1K1,True,0.0,13.0,2100,5,37
2k3rr/pp1qbb2/2n1pn1p/2p3p1/P1Pp2P1/3P1N1P/1P1N1PBB/R2QR1K1,False,0.0,2.0,2098,5,38
2k3rr/pp1qbb2/2n1pn2/2p3pp/P1Pp2P1/3P1N1P/1P1N1PBB/R2QR1K1,True,0.959,53.0,2100,5,39
2k3rr/pp1qbb2/2n1pn2/2p3pP/P1Pp4/3P1N1P/1P1N1PBB/R2QR1K1,False,0.327,4.0,2098,5,40
2k3rr/pp1qbb2/2n1pn2/2p4P/P1Pp2p1/3P1N1P/1P1N1PBB/R2QR1K1,True,0.0,21.0,2100,5,41
2k3rr/pp1qbb2/2n1pn2/2p4P/P1Pp2P1/3P1N2/1P1N1PBB/R2QR1K1,False,0.107,11.0,2098,5,42
2k4r/pp1qbb2/2n1pn2/2p4P/P1Pp2r1/3P1N2/1P1N1PBB/R2QR1K1,True,0.0,26.0,2100,5,43
2k4r/pp1qbb2/2n1pn2/2p4P/P1Pp2r1/3P1N2/1P3PBB/R2QRNK1,False,0.0,4.0,2098,5,44
2k5/pp1qbb2/2n1pn2/2p4r/P1Pp2r1/3P1N2/1P3PBB/R2QRNK1,True,0.0,10.0,2100,5,45
2k5/pp1qbb2/2n1pn2/2p4r/P1Pp2r1/3P1NN1/1P3PBB/R2QR1K1,False,0.0,7.0,2098,5,46
2k5/pp1q1b2/2nbpn2/2p4r/P1Pp2r1/3P1NN1/1P3PBB/R2QR1K1,True,0.0,20.0,2100,5,47
2k5/pp1q1b2/2nbpn2/2p4N/P1Pp2r1/3P1N2/1P3PBB/R2QR1K1,False,0.0,5.0,2098,5,48
2k5/pp1q1b2/2n1pn2/2p4N/P1Pp2r1/3P1N2/1P3PBb/R2QR1K1,True,0.0,10.0,2100,4,49
2k5/pp1q1b2/2n1pn2/2p4N/P1Pp2r1/3P4/1P3PBN/R2QR1K1,False,0.0,10.0,2098,5,50
2k5/pp1q1b2/2n1pn2/2p4N/P1Pp4/3P4/1P3PrN/R2QR1K1,True,0.0,5.0,2100,3,51
2k5/pp1q1b2/2n1pn2/2p4N/P1Pp4/3P4/1P3PKN/R2QR3,False,0.0,1.0,2098,5,52
2k5/pp1q4/2n1pn2/2p4b/P1Pp4/3P4/1P3PKN/R2QR3,True,0.492,11.0,2100,5,53
2k5/pp1q4/2n1pn2/2p4b/P1Pp4/3P4/1P1Q1PKN/R3R3,False,0.0,9.0,2098,5,54
2k5/pp4q1/2n1pn2/2p4b/P1Pp4/3P4/1P1Q1PKN/R3R3,True,0.0,12.0,2100,5,55
2k5/pp4q1/2n1pn2/2p4b/P1Pp4/3P4/1P1Q1P1N/R3R2K,False,0.0,20.0,2098,5,56
2k5/pp4q1/2n1p3/2p4b/P1Pp2n1/3P4/1P1Q1P1N/R3R2K,True,0.765,16.0,2100,5,57
2k5/pp4q1/2n1p3/2p4b/P1Pp2n1/3P4/1P1Q1P1N/R5RK,False,0.0,2.0,2098,5,58
2k5/pp4q1/4p3/2p1n2b/P1Pp2n1/3P4/1P1Q1P1N/R5RK,True,0.2189999999999999,8.0,2100,5,59
