board_position,player_white,voc,move_time,elo,n_candidates,ply
r2q1rk1/pb2bp1p/1p2p1p1/2p1P2Q/3Pp3/1P2P3/PBPN2PP/R4RK1,True,0.019,1.0,2011,5,27
r2q1rk1/pb2bp1p/1p2p1p1/2p1P3/3Pp3/1P2P2Q/PBPN2PP/R4RK1,False,0.161,3.0,2114,5,28
r2q1rk1/pb2b2p/1p2p1p1/2p1Pp2/3Pp3/1P2P2Q/PBPN2PP/R4RK1,True,0.0,5.0,2011,5,29
r2q1rk1/pb2b2p/1p2p1p1/2p1Pp2/2PPp3/1P2P2Q/PB1N2PP/R4RK1,False,0.001,16.0,2114,5,30
r2q1rk1/1b2b2p/1p2p1p1/p1p1Pp2/2PPp3/1P2P2Q/PB1N2PP/R4RK1,True,0.0,3.0,2011,5,31
r2q1rk1/1b2b2p/1p2p1p1/p1p1Pp2/2PPp3/1P2P2Q/PB1N1RPP/R5K1,False,0.001,11.0,2114,5,32
r2q1rk1/1b2b2p/1p2p1p1/2p1Pp2/p1PPp3/1P2P2Q/PB1N1RPP/R5K1,True,0.0,3.0,2011,5,33
r2q1rk1/1b2b2p/1p2p1p1/2p1Pp2/p1PPp3/1P2P2Q/PB1N1RPP/5RK1,False,0.0,5.0,2114,5,34
r2q1rk1/1b2b2p/1p2p1p1/2p1Pp2/2PPp3/1p2P2Q/PB1N1RPP/5RK1,True,0.0,3.0,2011,5,35
r2q1rk1/1b2b2p/1p2p1p1/2p1Pp2/2PPp3/1P2P2Q/1B1N1RPP/5RK1,False,0.0,2.0,2114,5,36
3q1rk1/1b2b2p/1p2p1p1/2p1Pp2/2PPp3/1P2P2Q/rB1N1RPP/5RK1,True,0.0,1.0,2011,5,37
3q1rk1/1b2b2p/1p2p1p1/2p1Pp2/2PPp3/1PB1P2Q/r2N1RPP/5RK1,False,0.0,6.0,2114,5,38
q4rk1/1b2b2p/1p2p1p1/2p1Pp2/2PPp3/1PB1P2Q/r2N1RPP/5RK1,True,0.0,12.0,2011,5,39
q4rk1/1b2b2p/1p2p1p1/2P1Pp2/2P1p3/1PB1P2Q/r2N1RPP/5RK1,False,0.0,9.0,2114,5,40
q4rk1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1PB1P2Q/r2N1RPP/5RK1,True,0.0,20.0,2011,5,41
q4rk1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1PB1P2Q/r2N1RPP/2R3K1,False,0.0,8.0,2114,5,42
5rk1/1b2b2p/4p1p1/2p1Pp2/2P1p3/qPB1P2Q/r2N1RPP/2R3K1,True,0.0,6.0,2011,5,43
5rk1/1b2b2p/4p1p1/2p1Pp2/2P1p3/qPB1P2Q/r2N2PP/2R2RK1,False,0.0,8.0,2114,5,44
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/qPB1P2Q/r2N2PP/2R2RK1,True,0.0,12.0,2011,5,45
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/qPB1P2Q/r5PP/1NR2RK1,False,0.0,6.0,2114,5,46
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P2Q/r5PP/1NR2RK1,True,0.0,14.0,2011,5,47
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P1Q1/r5PP/1NR2RK1,False,0.0,20.0,2114,5,48
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P1Q1/2r3PP/1NR2RK1,True,0.0,9.0,2011,5,49
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P3/2r3PP/1NR1QRK1,False,0.0,3.0,2114,5,50
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P3/6PP/1Nr1QRK1,True,0.0,1.0,2011,5,51
3r2k1/1b2b2p/4p1p1/2p1Pp2/2P1p3/1qB1P3/6PP/1NQ2RK1,False,0.0,5.0,2114,5,52
3r2k1/1b2b2p/4p1p1/2p1Pp2/2q1p3/2B1P3/6PP/1NQ2RK1,True,0.0,2.0,2011,5,53
3r2k1/1b2b2p/4p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N3RK1,False,0.0,8.0,2114,5,54
3r2k1/4b2p/b3p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N3RK1,True,0.0,10.0,2011,5,55
3r2k1/4b2p/b3p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N2R1K1,False,0.0,10.0,2114,5,56
6k1/3rb2p/b3p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N2R1K1,True,0.0,2.0,2011,5,57
1Q6/3rb1kp/b3p1p1/2p1Pp2/2q1p3/2B1P3/6PP/1N2R1K1,True,0.0,11.0,2011,5,59
8/3rb1kp/b3p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N2R1K1,False,0.0,3.0,2114,5,60
8/1r2b1kp/b3p1p1/2p1Pp2/2q1p3/2B1P3/1Q4PP/1N2R1K1,True,0.0,3.0,2011,5,61
8/1r2b1kp/b3p1p1/2p1Pp2/2q1p3/2B1P3/3Q2PP/1N2R1K1,False,0.0,15.0,2114,5,62
8/1r2b1kp/b3p1p1/2pqPp2/4p3/2B1P3/3Q2PP/1N2R1K1,True,0.0,13.0,2011,5,63
8/1r2b1kp/b3p1p1/2pqPp2/4p3/2B1P3/6PP/1NQ1R1K1,False,0.0,3.0,2114,5,64
8/1r2b1kp/4p1p1/2pqPp2/4p3/2BbP3/6PP/1NQ1R1K1,True,0.0,5.0,2011,5,65
8/1r2b1kp/4p1p1/2pqPp2/4p3/2BbP3/3N2PP/2Q1R1K1,False,0.0,8.0,2114,5,66
8/1r2b1kp/4p1p1/3qPp2/2p1p3/2BbP3/3N2PP/2Q1R1K1,True,0.0,9.0,2011,5,67
8/1r2b1kp/4p1p1/3qPp2/2pBp3/3bP3/3N2PP/2Q1R1K1,False,0.0,8.0,2114,5,68
8/1r2b1kp/4p1p1/1q2Pp2/2pBp3/3bP3/3N2PP/2Q1R1K1,True,0.0,10.0,2011,5,69
8/1r2b1kp/4p1p1/1q2Pp2/2pBp3/2QbP3/3N2PP/4R1K1,False,0.0,6.0,2114,5,70
8/1r4kp/4p1p1/1q2Pp2/1bpBp3/2QbP3/3N2PP/4R1K1,True,0.0,5.0,2011,5,71
8/1r4kp/4p1p1/1q2Pp2/1bpBp3/3bP3/3N2PP/2Q1R1K1,False,0.0,2.0,2114,5,72
8/1r4kp/4p1p1/1q2Pp2/2pBp3/3bP3/3b2PP/2Q1R1K1,True,0.0,1.0,2011,5,73
8/1r4kp/4p1p1/1q2Pp2/2pBp3/3bP3/3Q2PP/4R1K1,False,0.0,14.0,2114,5,74
8/1r4kp/4p1p1/4Pp2/2pBp3/1q1bP3/3Q2PP/4R1K1,True,0.0,2.0,2011,5,75
8/1r4kp/4p1p1/4Pp2/2pBp3/1q1bP3/3Q2PP/2R3K1,False,0.0,9.0,2114,5,76
8/2r3kp/4p1p1/4Pp2/2pBp3/1q1bP3/3Q2PP/2R3K1,True,0.0,7.0,2011,5,77
8/2r3kp/4p1p1/4Pp2/2pBp3/1qRbP3/3Q2PP/6K1,False,0.0,6.0,2114,5,78
8/2r3kp/4p1p1/4Pp2/2pBp3/2RbP3/3Q2PP/1q4K1,True,0.0,2.0,2011,5,79
8/2r3kp/4p1p1/4Pp2/2pBp3/3bP3/3Q2PP/1qR3K1,False,0.0,5.0,2114,5,80
8/1qr3kp/4p1p1/4Pp2/2pBp3/3bP3/3Q2PP/2R3K1,True,0.0,2.0,2011,5,81
8/1qr3kp/4p1p1/4Pp2/2pBp3/3bP3/3Q1KPP/2R5,False,0.0,3.0,2114,5,82
8/1q4kp/2r1p1p1/4Pp2/2pBp3/3bP3/3Q1KPP/2R5,True,0.0,2.0,2011,5,83
8/1q4kp/2r1p1p1/4Pp2/2pBp3/3bP2P/3Q1KP1/2R5,False,0.0,2.0,2114,5,84
8/1q4kp/r3p1p1/4Pp2/2pBp3/3bP2P/3Q1KP1/2R5,True,0.0,1.0,2011,5,85
8/1q4kp/r3p1p1/4Pp2/2pBp3/3bP1KP/3Q2P1/2R5,False,0.0,2.0,2114,5,86
q7/6kp/r3p1p1/4Pp2/2pBp3/3bP1KP/3Q2P1/2R5,True,0.0,5.0,2011,5,87
q7/6kp/r3p1p1/4Pp2/1QpBp3/3bP1KP/6P1/2R5,False,0.0,8.0,2114,5,88
q7/6kp/4p1p1/4Pp2/1QpBp3/3bP1KP/r5P1/2R5,True,0.0,4.0,2011,5,89
q7/4Q2p/4p1pk/4Pp2/2pBp3/3bP1KP/r5P1/2R5,True,0.0,3.0,2011,5,91
q7/6kp/4p1p1/4Pp2/2pBp2Q/3bP1KP/r5P1/2R5,True,0.0,1.0,2011,5,93
q5k1/4Q2p/4p1p1/4Pp2/2pBp3/3bP1KP/r5P1/2R5,True,0.0,2.0,2011,5,95
q6k/7p/4Q1p1/4Pp2/2pBp3/3bP1KP/r5P1/2R5,True,0.0,1.0,2011,5,97
q5k1/7p/5Qp1/4Pp2/2pBp3/3bP1KP/r5P1/2R5,True,0.0,1.0,2011,5,99
q5k1/7p/4PQp1/5p2/2pBp3/3bP1KP/r5P1/2R5,False,0.0,11.0,2114,5,100
4q1k1/7p/4PQp1/5p2/2pBp3/3bP1KP/r5P1/2R5,True,0.0,3.0,2011,5,101
rnbqkbnr/pp2pp1p/3p2p1/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R,True,0.0,1.0,2180,5,7
rnbqkbnr/pp2pp1p/3p2p1/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R,False,0.112,1.0,2320,5,8
rnbqk1nr/pp2ppbp/3p2p1/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R,True,0.0,1.0,2180,5,9
rnbqk1nr/pp2ppbp/3p2p1/2p5/4P3/2P2NP1/PP1P1PBP/RNBQK2R,False,0.0,0.0,2320,5,10
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2P2NP1/PP1P1PBP/RNBQK2R,True,0.009,2.0,2180,5,11
r1bqk1nr/pp2ppbp/2np2p1/2p5/4P3/2PP1NP1/PP3PBP/RNBQK2R,False,0.022,3.0,2320,5,12
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQK2R,True,0.002,2.0,2180,5,13
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQ1RK1,False,0.0,2.0,2320,5,14
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/2PP1NP1/PP3PBP/RNBQ1RK1,True,0.075,1.0,2180,5,15
r1bqk2r/pp2npbp/2np2p1/2p1p3/4P3/2PP1NPP/PP3PB1/RNBQ1RK1,False,0.4469999999999999,1.0,2320,5,16
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/2PP1NPP/PP3PB1/RNBQ1RK1,True,0.003,3.0,2180,5,17
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/2PPBNPP/PP3PB1/RN1Q1RK1,False,0.023,6.0,2320,5,18
r1bq1rk1/pp2npb1/2np2pp/2p1p3/4P3/2PPBNPP/PP3PB1/RN1Q1RK1,True,0.0,2.0,2180,5,19
r1bq1rk1/pp2npb1/2np2pp/2p1p3/4P3/2PPBNPP/PP3PB1/RNQ2RK1,False,0.0,1.0,2320,5,20
r1bq1r2/pp2npbk/2np2pp/2p1p3/4P3/2PPBNPP/PP3PB1/RNQ2RK1,True,0.0,1.0,2180,5,21
r1bq1r2/pp2npbk/2np2pp/2p1p3/4P3/2PPBNPP/PP3PBK/RNQ2R2,False,0.0,2.0,2320,5,22
r1bq1r2/pp2n1bk/2np2pp/2p1pp2/4P3/2PPBNPP/PP3PBK/RNQ2R2,True,0.0,5.0,2180,5,23
r1bq1r2/pp2n1bk/2np2pp/2p1pp2/4P3/2PPBNPP/PP3PBK/RNQ4R,False,0.0,10.0,2320,5,24
r1bq1r2/p3n1bk/1pnp2pp/2p1pp2/4P3/2PPBNPP/PP3PBK/RNQ4R,True,0.0,1.0,2180,5,25
r1bq1r2/p3n1bk/1pnp2pp/2p1pp2/4P3/2PPBNPP/PP3PB1/RNQ3KR,False,0.0,2.0,2320,5,26
r2q1r2/pb2n1bk/1pnp2pp/2p1pp2/4P3/2PPBNPP/PP3PB1/RNQ3KR,True,0.0,2.0,2180,5,27
r2q1r2/pb2n1bk/1pnp2pp/2p1pp2/4P2P/2PPBNP1/PP3PB1/RNQ3KR,False,0.0,4.0,2320,5,28
r2q1r2/pb2n1bk/1pn3pp/2pppp2/4P2P/2PPBNP1/PP3PB1/RNQ3KR,True,0.0,18.0,2180,5,29
r2q1r2/pb2n1bk/1pn3pp/2pppp2/4P2P/2PPB1P1/PP3PBN/RNQ3KR,False,0.0,22.0,2320,5,30
2rq1r2/pb2n1bk/1pn3pp/2pppp2/4P2P/2PPB1P1/PP3PBN/RNQ3KR,True,0.0,4.0,2180,5,31
2rq1r2/pb2n1bk/1pn3pp/2pppp2/4P2P/N1PPB1P1/PP3PBN/R1Q3KR,False,0.0,44.0,2320,5,32
2rq1r2/pb2n1bk/1pn3pp/2p1pp2/3pP2P/N1PPB1P1/PP3PBN/R1Q3KR,True,0.0,3.0,2180,5,33
2rq1r2/pb2n1bk/1pn3pp/2p1pp2/3pP2P/N1PP2P1/PP1B1PBN/R1Q3KR,False,0.0,3.0,2320,5,34
2rq1r2/pb2n1bk/1pn3pp/2p1pp2/4P2P/N1pP2P1/PP1B1PBN/R1Q3KR,True,0.0,2.0,2180,5,35
2rq1r2/pb2n1bk/1pn3pp/2p1pp2/4P2P/N1BP2P1/PP3PBN/R1Q3KR,False,0.0,4.0,2320,5,36
2r2r2/pb2n1bk/1pn3pp/2p1pp2/4P2P/N1Bq2P1/PP3PBN/R1Q3KR,True,0.0,8.0,2180,5,37
2r2r2/pb2n1bk/1pn3pp/2p1pp2/4P2P/N1Bq2P1/PP3PBN/R3Q1KR,False,0.0,14.0,2320,5,38
2r2r2/pb2n1bk/1p4pp/2p1pp2/3nP2P/N1Bq2P1/PP3PBN/R3Q1KR,True,0.0,3.0,2180,5,39
2r2r2/pb2n1bk/1p4pp/2p1pp2/3nP2P/N1Bq2P1/PP3PBN/3RQ1KR,False,0.0,49.0,2320,5,40
2r2r2/pb2n1bk/qp4pp/2p1pp2/3nP2P/N1B3P1/PP3PBN/3RQ1KR,True,0.0,2.0,2180,5,41
2r2r2/pb2n1bk/qp4pp/2p1pp2/3nP2P/N1B3P1/PP3P1N/3RQBKR,False,0.0,5.0,2320,5,42
2r2r2/pb2n1bk/q5pp/1pp1pp2/3nP2P/N1B3P1/PP3P1N/3RQBKR,True,0.0,6.0,2180,5,43
2r2r2/pb2n1bk/q5pp/1pp1pp2/3BP2P/N5P1/PP3P1N/3RQBKR,False,0.006,9.0,2320,5,44
2r2r2/pb2n1bk/q5pp/1pp2p2/3pP2P/N5P1/PP3P1N/3RQBKR,True,0.0,4.0,2180,5,45
2r2r2/pb2n1bk/q5pp/1Bp2p2/3pP2P/N5P1/PP3P1N/3RQ1KR,False,0.0,14.0,2320,5,46
2r2r2/pb2n1bk/5qpp/1Bp2p2/3pP2P/N5P1/PP3P1N/3RQ1KR,True,0.0,41.0,2180,5,47
2r2r2/pb2n1bk/5qpp/1Bp2p2/3pP2P/N4PP1/PP5N/3RQ1KR,False,0.0,10.0,2320,5,48
2r2r2/1b2n1bk/p4qpp/1Bp2p2/3pP2P/N4PP1/PP5N/3RQ1KR,True,0.0,5.0,2180,5,49
2r2r2/1b2n1bk/p4qpp/2p2p2/3pP2P/N2B1PP1/PP5N/3RQ1KR,False,0.0,4.0,2320,5,50
2r2r2/1b4bk/p1n2qpp/2p2p2/3pP2P/N2B1PP1/PP5N/3RQ1KR,True,0.0,4.0,2180,5,51
2r2r2/1b4bk/p1n2qpp/2p2P2/3p3P/N2B1PP1/PP5N/3RQ1KR,False,0.0,3.0,2320,5,52
2r2r2/1b4bk/p1n2q1p/2p2p2/3p3P/N2B1PP1/PP5N/3RQ1KR,True,0.0,5.0,2180,5,53
2r2r2/1b4bk/p1n2q1p/2p2p2/3p2NP/N2B1PP1/PP6/3RQ1KR,False,0.0,6.0,2320,5,54
2r2r2/1b4bk/p1nq3p/2p2p2/3p2NP/N2B1PP1/PP6/3RQ1KR,True,0.0,5.0,2180,5,55
2r2r2/1b4bk/p1nq3p/2p2p2/2Np2NP/3B1PP1/PP6/3RQ1KR,False,0.0,8.0,2320,5,56
2r2r2/1bq3bk/p1n4p/2p2p2/2Np2NP/3B1PP1/PP6/3RQ1KR,True,0.0,11.0,2180,5,57
2r2r2/1bq3bk/p1n4p/2p2p2/2Np2NP/3B1PP1/PP3K2/3RQ2R,False,0.0,4.0,2320,5,58
4rr2/1bq3bk/p1n4p/2p2p2/2Np2NP/3B1PP1/PP3K2/3RQ2R,True,0.0,3.0,2180,5,59
4rr2/1bq3bk/p1n4p/2p2p2/2Np2NP/3B1PP1/PP1Q1K2/3R3R,False,0.005,4.0,2320,5,60
4rr2/1bq3bk/p6p/2p2p2/1nNp2NP/3B1PP1/PP1Q1K2/3R3R,True,0.0,12.0,2180,5,61
4rr2/1bq3bk/p6p/2p2p2/1nNp2NP/5PP1/PP1Q1K2/1B1R3R,False,0.0,3.0,2320,5,62
4rr2/1bq3bk/p6p/2p2p2/1nN3NP/3p1PP1/PP1Q1K2/1B1R3R,True,0.0,11.0,2180,5,63
4rr2/1bq3bk/p6p/2p2p2/1nN4P/3pNPP1/PP1Q1K2/1B1R3R,False,0.0,6.0,2320,5,64
4rr2/1bq4k/p6p/2p2p2/1nNb3P/3pNPP1/PP1Q1K2/1B1R3R,True,0.0,8.0,2180,5,65
4rr2/1bq4k/p6p/2p2p2/1nNb3P/3pNPP1/PP1Q1K2/1B1RR3,False,0.0,14.0,2320,5,66
4rr2/1b5k/p1q4p/2p2p2/1nNb3P/3pNPP1/PP1Q1K2/1B1RR3,True,0.0,22.0,2180,5,67
4rr2/1b5k/p1q4p/2p2p2/1nNb3P/P2pNPP1/1P1Q1K2/1B1RR3,False,0.0,5.0,2320,5,68
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pNqP1/1P1Q1K2/1B1RR3,True,0.0,2.0,2180,1,69
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pNqP1/1P1Q4/1B1RR1K1,False,0.0,3.0,2320,5,70
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pN1q1/1P1Q4/1B1RR1K1,True,0.0,1.0,2180,2,71
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pN1q1/1P1Q4/1B1RRK2,False,0.0,5.0,2320,5,72
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pN2q/1P1Q4/1B1RRK2,True,0.0,3.0,2180,4,73
4rr2/1b5k/p6p/2p2p2/1nNb3P/P2pN2q/1P1Q4/1B1RR1K1,False,0.0,1.0,2320,5,74
4r1r1/1b5k/p6p/2p2p2/1nNb3P/P2pN2q/1P1Q4/1B1RR1K1,True,0.0,3.0,2180,2,75
4r1r1/1b5k/p6p/2p2p2/1nNb3P/P2pN2q/1P1Q1K2/1B1RR3,False,0.0,9.0,2320,5,76
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR,False,0.043,,2108,5,2
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR,True,0.014,0.0,2084,5,3
rnbqkbnr/ppp1pppp/8/3p4/8/1P6/PBPPPPPP/RN1QKBNR,False,0.0,3.0,2108,5,4
r1bqkbnr/ppp1pppp/2n5/3p4/8/1P6/PBPPPPPP/RN1QKBNR,True,0.036,1.0,2084,5,5
r1bqkbnr/ppp1pppp/2n5/3p4/8/1P2P3/PBPP1PPP/RN1QKBNR,False,0.258,1.0,2108,5,6
r1bqkbnr/ppp2ppp/2n5/3pp3/8/1P2P3/PBPP1PPP/RN1QKBNR,True,0.0,3.0,2084,5,7
r1bqkbnr/ppp2ppp/2n5/1B1pp3/8/1P2P3/PBPP1PPP/RN1QK1NR,False,0.133,1.0,2108,5,8
r1bqkb1r/ppp2ppp/2n2n2/1B1pp3/8/1P2P3/PBPP1PPP/RN1QK1NR,True,0.359,3.0,2084,5,9
r1bqkb1r/ppp2ppp/2n2n2/1B1pB3/8/1P2P3/P1PP1PPP/RN1QK1NR,False,0.022,7.0,2108,5,10
r2qkb1r/pppb1ppp/2n2n2/1B1pB3/8/1P2P3/P1PP1PPP/RN1QK1NR,True,0.0,4.0,2084,5,11
r2qkb1r/pppb1ppp/2n2n2/1B1p4/8/1P2P3/PBPP1PPP/RN1QK1NR,False,0.006,7.0,2108,5,12
r2qk2r/pppb1ppp/2nb1n2/1B1p4/8/1P2P3/PBPP1PPP/RN1QK1NR,True,0.092,8.0,2084,5,13
r2qk2r/pppb1ppp/2nb1n2/1B1p4/8/1P2P3/PBPPNPPP/RN1QK2R,False,0.0539999999999999,4.0,2108,5,14
r2q1rk1/pppb1ppp/2nb1n2/1B1p4/8/1P2P3/PBPPNPPP/RN1QK2R,True,0.052,2.0,2084,5,15
r2q1rk1/pppb1ppp/2nb1n2/1B1p4/8/1P2P3/PBPPNPPP/RN1Q1RK1,False,0.138,8.0,2108,5,16
r2q1rk1/pppb1ppp/2n2n2/1B1p4/8/1P2P3/PBPPNPPb/RN1Q1RK1,True,0.0,8.0,2084,2,17
r2q1rk1/pppb1ppp/2n2n2/1B1p4/8/1P2P3/PBPPNPPK/RN1Q1R2,False,0.0,1.0,2108,5,18
r2q1rk1/pppb1ppp/2n5/1B1p4/6n1/1P2P3/PBPPNPPK/RN1Q1R2,True,0.0,2.0,2084,4,19
r2q1rk1/pppb1ppp/2n5/1B1p4/6n1/1P2P1K1/PBPPNPP1/RN1Q1R2,False,0.998,37.0,2108,5,20
r2q1rk1/pppb1pp1/2n5/1B1p3p/6n1/1P2P1K1/PBPPNPP1/RN1Q1R2,True,0.0,13.0,2084,5,21
r2q1rk1/pppb1pp1/2n5/1B1p3p/6n1/1P2P1K1/PBPPNPP1/RN1Q3R,False,0.0,30.0,2108,5,22
r2q1rk1/pppb1pp1/2n5/1B1p4/6np/1P2P1K1/PBPPNPP1/RN1Q3R,True,0.0,3.0,2084,4,23
r2q1rk1/pppb1pp1/2n5/1B1p4/6nR/1P2P1K1/PBPPNPP1/RN1Q4,False,0.0,2.0,2108,5,24
r2q1rk1/pppb1pp1/2n5/1B1p4/7R/1P2P1K1/PBPPNnP1/RN1Q4,True,0.0,19.0,2084,5,25
r2q1r1k/pppb1pp1/2n5/1B1p4/8/1P2P1K1/PBPPNnP1/RN1Q4,True,0.0,0.0,2084,5,27
r2q1r1k/pppb1pp1/2n5/1B1p4/8/1P2P3/PBPPNKP1/RN1Q4,False,0.0,4.0,2108,5,28
r4r1k/pppb1pp1/2n5/1B1p4/7q/1P2P3/PBPPNKP1/RN1Q4,True,0.0,5.0,2084,5,29
r4r1k/pppb1pp1/2n5/1B1p4/7q/1P2P1N1/PBPP1KP1/RN1Q4,False,0.0,17.0,2108,5,30
r4r1k/pppb2p1/2n5/1B1p1p2/7q/1P2P1N1/PBPP1KP1/RN1Q4,True,0.0,7.0,2084,5,31
r4r1k/pppb2p1/2n5/1B1p1p2/7q/1P2P1N1/PBPP1KP1/RN5Q,False,0.0,4.0,2108,5,32
r4r1k/pppb2p1/2n5/1B1p1p2/8/1P2P1N1/PBPP1KP1/RN5q,True,0.0,0.0,2084,5,33
r4r1k/pppb2p1/2n5/1B1p1p2/8/1P2P3/PBPP1KP1/RN5N,False,0.0,2.0,2108,5,34
r4r1k/pppb2p1/2n5/1B1p4/5p2/1P2P3/PBPP1KP1/RN5N,True,0.0,43.0,2084,5,35
r4r1k/pppb2p1/2B5/3p4/5p2/1P2P3/PBPP1KP1/RN5N,False,0.0,4.0,2108,5,36
r4r1k/pppb2p1/2B5/3p4/8/1P2p3/PBPP1KP1/RN5N,True,0.001,2.0,2084,5,37
r4r1k/pppb2p1/2B5/3p4/8/1P2K3/PBPP2P1/RN5N,False,0.0,2.0,2108,5,38
4rr1k/pppb2p1/2B5/3p4/8/1P2K3/PBPP2P1/RN5N,True,0.921,8.0,2084,3,39
4rr1k/pppb2p1/2B5/3p4/3K4/1P6/PBPP2P1/RN5N,False,0.0,9.0,2108,5,40
5r1k/pppb2p1/2B5/3p4/3Kr3/1P6/PBPP2P1/RN5N,True,0.0,16.0,2084,4,41
5r1k/pppb2p1/2B5/3p4/4r3/1P1K4/PBPP2P1/RN5N,False,0.0,6.0,2108,5,42
5r1k/ppp3p1/2b5/3p4/4r3/1P1K4/PBPP2P1/RN5N,True,0.068,6.0,2084,5,43
5r1k/ppp3p1/2b5/3p4/4r3/1PNK4/PBPP2P1/R6N,False,0.0,4.0,2108,5,44
4rr1k/ppp3p1/2b5/3p4/8/1PNK4/PBPP2P1/R6N,True,0.009,12.0,2084,5,45
4rr1k/ppp3p1/2b5/3p4/8/1PNK2N1/PBPP2P1/R7,False,0.0,17.0,2108,5,46
4rr1k/ppp3p1/2b5/8/3p4/1PNK2N1/PBPP2P1/R7,True,1.0,6.0,2084,5,47
4rr1k/ppp3p1/2b5/8/3pN3/1P1K2N1/PBPP2P1/R7,False,0.0,4.0,2108,5,48
4rr1k/ppp3p1/8/8/3pb3/1P1K2N1/PBPP2P1/R7,True,0.0,2.0,2084,4,49
4rr1k/ppp3p1/8/8/3pN3/1P1K4/PBPP2P1/R7,False,0.0,6.0,2108,5,50
4r2k/ppp3p1/8/8/3pNr2/1P1K4/PBPP2P1/R7,True,0.0,30.0,2084,5,51
4r2k/ppp3p1/8/8/3pNr2/1P1K4/PBPP2P1/4R3,False,0.0,3.0,2108,5,52
4r2k/pp4p1/8/2p5/3pNr2/1P1K4/PBPP2P1/4R3,True,0.0,8.0,2084,5,53
4r2k/pp4p1/8/2p5/P2pNr2/1P1K4/1BPP2P1/4R3,False,0.0,2.0,2108,5,54
4r2k/p5p1/1p6/2p5/P2pNr2/1P1K4/1BPP2P1/4R3,True,0.0,13.0,2084,5,55
4r1k1/p5p1/1p6/2p5/P2pNr2/1P1K4/1BPP2P1/7R,True,0.988,9.0,2084,5,57
4r1k1/p5p1/1p1N4/2p5/P2p1r2/1P1K4/1BPP2P1/7R,False,0.0,6.0,2108,5,58
6k1/p5p1/1p1Nr3/2p5/P2p1r2/1P1K4/1BPP2P1/7R,True,0.009,7.0,2084,5,59
6k1/p5p1/1p2r3/1Np5/P2p1r2/1P1K4/1BPP2P1/7R,False,0.0,4.0,2108,5,60
6k1/p5p1/1p2r3/1Np5/P2p2r1/1P1K4/1BPP2P1/7R,True,0.0,6.0,2084,5,61
6k1/N5p1/1p2r3/2p5/P2p2r1/1P1K4/1BPP2P1/7R,False,0.002,2.0,2108,5,62
6k1/N5p1/1p2r3/2p5/P2p4/1P1K4/1BPP2r1/7R,True,0.0,11.0,2084,5,63
6k1/N5p1/1p2r3/2p5/P2p4/1P1K4/1BPP2r1/3R4,False,0.0,2.0,2108,5,64
6k1/N5p1/1p2r3/2p5/P2p4/1P1K2r1/1BPP4/3R4,True,0.0,2.0,2084,1,65
6k1/N5p1/1p2r3/2p5/P1Kp4/1P4r1/1BPP4/3R4,False,0.0,28.0,2108,5,66
6k1/N7/1p2r3/2p3p1/P1Kp4/1P4r1/1BPP4/3R4,True,0.573,6.0,2084,5,67
6k1/N7/1p2r3/2p3p1/P1Kp4/1PP3r1/1B1P4/3R4,False,0.0,3.0,2108,5,68
6k1/N7/1p2r3/2p3p1/P1K5/1Pp3r1/1B1P4/3R4,True,0.0,0.0,2084,5,69
6k1/N7/1p2r3/2p3p1/P1K5/1PB3r1/3P4/3R4,False,0.0,2.0,2108,5,70
