move_ply_qbin,1.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,2.0,20.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,1.1945066831889883,1.1151626535128636,1.1357771181801402,1.3358781963287516,1.4112653698497897,1.0422972471125753,1.1019274182903636,1.180913751359056,1.0741915318522033,1.1243808721635578,0.6282490650461743,0.8213721034213537,0.6272407504791021,1.0230951019531964,0.801271720499734,1.3432090391218923,1.3016443705962075,1.1665828520925179,1.0727997220579706,1.2000211038077102
2.0,0.824637983882938,1.4827157069725838,1.4967347637412434,1.5195388799566774,1.543318816655888,1.5737850989466637,1.5634595623712977,1.4604856628539258,1.2706190085698534,0.9620458185061878,0.6448877598172075,0.8178111295688452,0.6150711509154629,0.9684637727886456,1.0806283862444344,1.172283800256452,1.2545112238851546,1.297879277546201,1.381772044382949,1.4456097408331736
3.0,0.8459524109702468,1.754249248175001,1.8274630819480935,1.858378258992626,1.827864328058029,1.7903060433399425,1.6821326401963093,1.494232771002153,1.216890904248733,0.8686667229409657,0.6013569557896977,0.8236642726707527,0.4399635547031447,0.986027219685624,1.3901952864751426,1.2508708185800816,1.360972799373639,1.5073236232954814,1.6025337065594032,1.754626113202688
4.0,0.7984262772830849,2.064941725331386,2.050905679554518,2.0292375838319203,1.9601838748922467,1.8572470507877572,1.6942954408972153,1.4588918842265775,1.147990380419575,0.8285682276394171,0.6072615920930972,0.9687375358267297,0.5300441050662434,1.1561528853536855,1.4566415243874777,1.712847321963145,1.8040318734738576,1.9150269929302877,1.9925052321518109,2.056719637161197
5.0,0.9200007152009217,2.226563046391313,2.1691363075810846,2.094954266451725,1.9985881332103412,1.872882405894603,1.6861197206142478,1.4398475797666177,1.1322125516467607,0.8442159336680174,0.6379228871650932,1.2242517006485543,0.8223485647217338,1.646059348528264,1.8804729580608277,2.030752616760721,2.104988702445093,2.2058938027211954,2.2413750631079976,2.250562395205561
6.0,0.9978688956940092,2.278583381603755,2.2101434534585795,2.1144950650241885,2.0040725000929496,1.8621047127755155,1.6798544814096503,1.4440302566063619,1.1648910873003,0.909272395744431,0.7292838473637105,1.5267840032581672,1.0389408909076336,1.8910515855471066,2.219357957199304,2.3073188332244827,2.3738059536786853,2.362997084154317,2.3668458507332066,2.331508063776246
7.0,1.1086543232310793,2.2911230381371075,2.2043991659700595,2.1032326384294557,1.9837916971700933,1.839673098596545,1.6608309720346062,1.4441137309864727,1.200063354967128,0.9598331541559176,0.6999855693041702,1.8213847418529172,0.6943585118202773,2.1241422050350653,2.334653372370667,2.421502032458401,2.4316096625590875,2.433245753727924,2.408840164145169,2.3541969922078905
8.0,1.211225931806228,2.2672041671068266,2.1727819177375998,2.065655926994254,1.937986321161494,1.78948957280881,1.6138937655272487,1.4105953272633802,1.2073009677182944,0.907546965078961,0.7753135634282661,1.9736322313487669,1.062032750028648,2.271120122391743,2.411167853541606,2.4731212806027307,2.476343761992709,2.446332696937246,2.4001847786653263,2.3462923010829018
9.0,1.3435426023355368,2.219166424446412,2.118667357490708,2.00182191285607,1.8687106007063037,1.7152987214225819,1.5421047706956261,1.3634339150402364,1.1887842721163073,0.7872313703597734,0.7617518686648828,2.093090570868258,0.5568371264675345,2.3231997454284827,2.4306779736443396,2.468528790039092,2.4573903691907204,2.422387703331025,2.371102184763217,2.3015909606306666
10.0,1.428564068280685,2.157527127100687,2.0508586099542776,1.9271495219468733,1.7836269259349393,1.628952809961865,1.4597661724406277,1.2870046859811712,1.049305164205344,0.4818311485903873,0.9082674317544992,2.128231238149403,0.41883239237955294,2.3456762198296177,2.4366676795377784,2.4478219110169466,2.4329665634733826,2.3870879339449513,2.323539962128029,2.248493867863899
11.0,1.4363730459834994,2.0777411829334813,1.9627861711241321,1.829642307567562,1.684508299591219,1.5242049898899035,1.3482431718499581,1.195046609206311,0.8211529922552689,0.5082090656779679,0.996571103312622,2.123468955876363,0.8247715738868776,2.3351407005499647,2.402597234249866,2.4080002865211756,2.378294545122557,2.326216093804833,2.2579223864131763,2.175749007350655
12.0,1.4417808962272458,1.9818064295776319,1.8645368460056144,1.7239958350707096,1.5721126436143325,1.4030925034739035,1.2348108807285585,1.095954695434779,0.8650337628889417,0.6115792777424967,1.0675673655533149,2.103180611928305,0.10011335621665386,2.301396435424488,2.360248848749626,2.3536729612927636,2.3176073172707197,2.253270313577722,2.178996060935364,2.089724142994056
13.0,1.404782536646452,1.867306965299964,1.742100326513771,1.592895313235813,1.4339191046462625,1.2759054937746488,1.1657492540938232,1.4015999298339104,1.9167572604632697,2.3086826483084977,1.7063818974711873,2.0597094101501283,0.7992991212354857,2.2541270888803484,2.292143150832703,2.280241387390165,2.229708556843277,2.1619006710712223,2.0782948979850087,1.9826982852286164
14.0,1.350098101025051,1.7242325102848945,1.5912630797381684,1.4446496149007284,1.287046900689482,1.1520283480864077,1.278675270247945,1.4098974933042447,1.5225696350823446,1.1838342236979167,1.4690773928374667,1.9874140670655331,,2.1664480385332014,2.2011379477448245,2.170239441344168,2.1119429278467776,2.03462882415424,1.9453690802275492,1.8449749941759024
15.0,1.2847157132914486,1.572412020905458,1.4332703322493563,1.2863575471174493,1.1505549604772358,1.07102354080982,1.1194629461561676,1.0740335150679883,1.1235745947216533,1.095816531849799,1.2577138374924892,1.9110617197938398,,2.08140374406541,2.09382112773549,2.053383212524886,1.9846392704240614,1.9015539009114328,1.8037031650643658,1.69526709577106
16.0,1.1806737710366715,1.3893722504741906,1.2597574013021502,1.1261607225256784,0.9872351780241774,0.9278228968930199,0.9705728321160696,1.138549589094184,1.1953831408973077,1.1244862166374034,1.7051400278048339,1.7963384323965372,,1.942883304701973,1.9390220051551732,1.888211853739244,1.810815584255279,1.722703007108835,1.6231759747464383,1.5115976646999383
17.0,1.0659733771202473,1.2073629428748645,1.079708067859793,0.9437602042360845,0.8814880906359494,0.8566381195442755,1.12736543771786,1.333754817717217,1.4208681998726913,1.095179519327795,2.036610011553163,1.6579274483963855,,1.7868292072413199,1.7647056035420832,1.7071243452168081,1.6225297109710917,1.531926183169774,1.4312086712127334,1.3237592840408945
18.0,0.9265196762580941,1.0019602775665446,0.8844222464267003,0.7710199460742051,0.7816373114271034,0.7826823408128777,1.2613334242239078,1.013010126470133,0.5751945071075897,1.11108799827969,2.4379965371188597,1.4896397143691218,,1.5899724000584885,1.5542831165156519,1.4868955175700904,1.4060025917412622,1.3172142036680123,1.2199035830759741,1.1147359901150085
19.0,0.7688997923925887,0.7915464579528662,0.6906268122813143,0.6084639001157929,0.5799338951054719,0.4505200387151587,0.30171729270071657,0.3589922114851152,0.8805226280296115,0.8493315381817955,1.5833016842718097,1.2836799157182857,,1.3519042576306848,1.308033903163219,1.241084080469766,1.1620536188727748,1.0781087133622618,0.9884905695146801,0.8955275062291612
20.0,0.545635343834992,0.5880961559031131,0.5103341878073471,0.38101685684051545,0.13763515484442157,0.1236700366914678,0.18431053516256593,0.2647494871267128,0.3653768037779212,0.22233721641890147,3.8255902535599513,0.9797173930606629,,1.0266914106162515,0.992494719836891,0.9419902088076976,0.8832828473394697,0.826799744084668,0.7488545798411662,0.6741323084613333
